pk,jsondata,language_pk,identifier_pk,description,version
11612,,2499,13103,,1
11613,,2360,12736,,1
11614,,2074,11587,,1
11615,,1281,12783,,1
11616,,1535,13139,,1
11617,,293,11508,,1
11618,,2130,13047,,1
11619,,1010,13135,,1
11620,,1001,11296,,1
11621,,404,12442,,1
11622,,2189,13246,,1
11624,,852,13426,,1
11625,,1528,12961,,1
11626,,2293,11835,,1
11627,,735,11756,,1
11628,,1972,13294,,1
11629,,1174,11989,,1
11630,,259,13390,,1
11631,,1845,12740,,1
11632,,1499,11466,,1
11633,,763,13316,,1
11634,,2241,13126,,1
11635,,937,12464,,1
11636,,2438,12072,,1
11637,,351,12170,,1
11638,,837,13002,,1
11639,,225,13174,,1
11640,,1700,12205,,1
11641,,2105,12908,,1
11642,,1103,11342,,1
11644,,2268,12425,,1
11645,,116,12621,,1
11646,,135,12048,,1
11647,,1614,12496,,1
11648,,509,12109,,1
11649,,1061,11125,,1
11650,,1509,12201,,1
11651,,1161,11352,,1
11652,,1330,12882,,1
11653,,2205,11803,,1
11654,,1112,12959,,1
11655,,751,12990,,1
11656,,993,12431,,1
11657,,1782,13214,,1
11658,,1805,12190,,1
11659,,2177,12439,,1
11660,,1816,13101,,1
11661,,1196,13235,,1
11662,,2222,12251,,1
11663,,999,12036,,1
11664,,1262,12789,,1
11665,,1721,11970,,1
11666,,206,12848,,1
11667,,2371,12229,,1
11668,,2424,11634,,1
11669,,1375,13134,,1
11670,,1338,13339,,1
11671,,671,11614,,1
11672,,2358,12208,,1
11673,,1288,13433,,1
11674,,1348,11336,,1
11675,,1473,12605,,1
11678,,1770,12562,,1
11679,,595,12878,,1
11680,,1078,12069,,1
11681,,800,11896,,1
11682,,899,13397,,1
11683,,1703,12845,,1
11684,,1915,12999,,1
11685,,2035,11244,,1
11687,,456,13117,,1
11688,,1772,12601,,1
11691,,647,11408,,1
11692,,1140,12792,,1
11693,,240,13218,,1
11694,,818,11116,,1
11695,,2183,13145,,1
11697,,1623,13041,,1
11698,,2337,12301,,1
11699,,1210,11163,,1
11700,,2044,12138,,1
11701,,2269,12512,,1
11702,,1278,13033,,1
11703,,303,11581,,1
11706,,875,11834,,1
11707,,1867,11808,,1
11708,,677,11717,,1
11709,,907,13412,,1
11710,,1360,11780,,1
11711,,2069,11107,,1
11712,,1783,13247,,1
11713,,967,13406,,1
11714,,1680,11712,,1
11715,,2434,13366,,1
11716,,1085,12353,,1
11717,,114,11926,,1
11718,,1111,11604,,1
11721,,2149,11501,,1
11722,,1389,11637,,1
11723,,1445,11538,,1
11724,,1269,12842,,1
11725,,1292,11175,,1
11726,,1422,12891,,1
11727,,58,11667,,1
11728,,372,11123,,1
11729,,1785,13422,,1
11730,,1395,12141,,1
11731,,1895,11927,,1
11732,,1858,11169,,1
11733,,2490,12513,,1
11734,,1102,11097,,1
11735,,589,12842,,1
11736,,2014,12084,,1
11739,,1901,12366,,1
11740,,53,11631,,1
11741,,2406,13023,,1
11742,,895,12750,,1
11743,,1075,11292,,1
11744,,1657,12458,,1
11745,,141,13241,,1
11748,,637,11224,,1
11749,,1534,13478,,1
11750,,1188,12313,,1
11751,,1978,12515,,1
11752,,136,12009,,1
11753,,413,12629,,1
11754,,1031,11786,,1
11755,,2060,12029,,1
11756,,489,11963,,1
11757,,370,12221,,1
11758,,1928,12368,,1
11759,,1873,12257,,1
11760,,809,12857,,1
11761,,1091,12855,,1
11762,,754,13050,,1
11763,,1649,11749,,1
11764,,1834,12088,,1
11765,,1100,11147,,1
11766,,2414,11520,,1
11767,,1744,13388,,1
11768,,243,13216,,1
11769,,1563,12666,,1
11770,,1180,12117,,1
11771,,1399,12068,,1
11772,,137,11762,,1
11773,,502,12344,,1
11774,,570,11148,,1
11775,,1725,12225,,1
11776,,1598,11868,,1
11777,,2531,11875,,1
11778,,2253,11452,,1
11779,,1750,12538,,1
11780,,120,11942,,1
11781,,2344,11510,,1
11782,,1049,11206,,1
11783,,31,11411,,1
11784,,124,12008,,1
11785,,1604,12134,,1
11786,,2259,11577,,1
11787,,2038,11305,,1
11788,,2496,11368,,1
11789,,2112,11982,,1
11790,,1351,12307,,1
11791,,1763,12348,,1
11792,,2206,12390,,1
11793,,1758,11701,,1
11794,,1790,11330,,1
11795,,1231,11476,,1
11796,,843,13162,,1
11797,,651,11408,,1
11798,,2502,11231,,1
11799,,729,12602,,1
11800,,357,12014,,1
11801,,1519,11156,,1
11802,,2353,12244,,1
11803,,1922,11432,,1
11804,,232,12989,,1
11805,,826,12670,,1
11806,,271,11159,,1
11807,,1118,13335,,1
11808,,1087,12331,,1
11809,,835,12901,,1
11812,,1937,12506,,1
11813,,1812,12684,,1
11814,,619,13333,,1
11815,,2388,11227,,1
11816,,1584,11103,,1
11817,,2549,13150,,1
11818,,928,12157,,1
11819,,1731,12549,,1
11820,,2474,13274,,1
11821,,1741,13094,,1
11822,,1781,13211,,1
11823,,775,11685,,1
11824,,348,12108,,1
11825,,1936,12335,,1
11826,,222,13049,,1
11827,,12,11128,,1
11828,,1416,12706,,1
11829,,1697,12412,,1
11830,,354,12161,,1
11831,,44,11566,,1
11832,,2374,11167,,1
11833,,2374,11171,,1
11834,,60,13329,,1
11835,,2460,12276,,1
11836,,441,12840,,1
11837,,708,12970,,1
11838,,1642,13331,,1
11839,,164,12375,,1
11840,,2333,11662,,1
11841,,199,12743,,1
11842,,1506,13300,,1
11843,,331,12372,,1
11844,,970,11207,,1
11845,,1817,13097,,1
11846,,1802,11425,,1
11847,,1350,11459,,1
11848,,609,13076,,1
11849,,1712,11155,,1
11850,,1124,11318,,1
11851,,2219,11973,,1
11852,,652,11408,,1
11853,,996,12557,,1
11854,,523,11130,,1
11855,,1043,12429,,1
11856,,1398,12055,,1
11857,,1454,11806,,1
11858,,1108,11511,,1
11859,,1199,12981,,1
11860,,696,12231,,1
11861,,2436,11406,,1
11862,,1640,11860,,1
11863,,2307,13266,,1
11864,,1159,12733,,1
11865,,516,11438,,1
11866,,2270,13010,,1
11867,,1914,12955,,1
11870,,1660,12690,,1
11871,,218,13000,,1
11872,,488,13346,,1
11873,,522,13440,,1
11874,,522,13441,,1
11875,,684,11867,,1
11876,,1153,11812,,1
11877,,1757,12194,,1
11880,,1666,13278,,1
11881,,2081,12588,,1
11882,,342,12001,,1
11883,,964,13293,,1
11884,,84,11094,,1
11885,,152,12261,,1
11886,,2466,12027,,1
11887,,363,12801,,1
11888,,1040,12005,,1
11889,,2032,13147,,1
11890,,1491,13204,,1
11891,,1356,12013,,1
11892,,1512,11790,,1
11893,,644,11373,,1
11894,,913,11249,,1
11895,,2084,12862,,1
11896,,1434,13348,,1
11897,,38,11400,,1
11898,,1056,13353,,1
11899,,2461,12874,,1
11900,,1932,11317,,1
11901,,573,12619,,1
11902,,1835,12041,,1
11903,,294,12106,,1
11904,,2288,12096,,1
11905,,1646,12131,,1
11906,,2109,13279,,1
11907,,429,12732,,1
11908,,2208,12841,,1
11909,,1275,12953,,1
11910,,2092,11532,,1
11911,,690,11928,,1
11912,,2210,12984,,1
11913,,179,12391,,1
11914,,872,12113,,1
11915,,2147,11372,,1
11916,,674,11655,,1
11917,,778,13429,,1
11918,,1267,12871,,1
11919,,302,11462,,1
11920,,278,11238,,1
11921,,419,12624,,1
11922,,1580,13403,,1
11923,,2448,12058,,1
11924,,2233,13008,,1
11925,,371,12253,,1
11926,,709,12206,,1
11927,,1554,12944,,1
11928,,1343,11396,,1
11929,,33,12702,,1
11930,,1732,12620,,1
11931,,616,13277,,1
11932,,1616,12669,,1
11933,,1815,12133,,1
11934,,2674,11113,,1
11937,,369,11697,,1
11938,,656,11408,,1
11939,,1855,12703,,1
11940,,469,13059,,1
11941,,814,11548,,1
11942,,1988,13111,,1
11943,,2397,12067,,1
11944,,1938,12342,,1
11945,,1143,12395,,1
11946,,300,13479,,1
11947,,2122,11176,,1
11948,,1222,11457,,1
11949,,1324,12679,,1
11950,,1939,12531,,1
11951,,2412,11395,,1
11952,,2403,11795,,1
11953,,1981,12716,,1
11954,,1542,11640,,1
11955,,1252,12288,,1
11956,,1754,11213,,1
11959,,1779,13113,,1
11960,,959,13123,,1
11961,,1258,12560,,1
11962,,732,11499,,1
11963,,1490,13172,,1
11964,,129,12196,,1
11965,,1715,11239,,1
11966,,820,12438,,1
11967,,1822,11139,,1
11968,,244,13238,,1
11969,,2475,11907,,1
11970,,560,11316,,1
11971,,1634,11725,,1
11972,,376,11442,,1
11973,,1560,12545,,1
11974,,776,11685,,1
11975,,1872,13468,,1
11976,,1488,13085,,1
11977,,1068,11686,,1
11978,,567,12408,,1
11979,,1595,12799,,1
11980,,2528,12043,,1
11981,,1688,13364,,1
11982,,1747,12869,,1
11983,,15,11947,,1
11984,,526,11623,,1
11985,,1046,12604,,1
11986,,1070,11851,,1
11989,,1601,12094,,1
11990,,699,11980,,1
11991,,401,12378,,1
11992,,2072,11402,,1
11993,,2256,13190,,1
11994,,22,11146,,1
11995,,465,13076,,1
11996,,2154,11480,,1
11997,,2493,12533,,1
11999,,2125,12065,,1
12000,,681,13355,,1
12001,,2073,11489,,1
12002,,731,11132,,1
12003,,1890,11545,,1
12004,,1228,11606,,1
12005,,2083,11323,,1
12006,,1962,12631,,1
12007,,32,13462,,1
12008,,56,13443,,1
12009,,917,11387,,1
12010,,2472,11216,,1
12011,,981,11718,,1
12012,,1548,12603,,1
12013,,1679,13475,,1
12016,,1906,12352,,1
12017,,1522,12687,,1
12018,,577,12689,,1
12019,,2020,11541,,1
12020,,335,11921,,1
12021,,2366,13392,,1
12022,,1482,12888,,1
12023,,2247,11381,,1
12024,,2171,11205,,1
12025,,583,12781,,1
12026,,2385,12289,,1
12027,,282,11283,,1
12028,,2087,11956,,1
12029,,1590,13262,,1
12030,,2119,12957,,1
12031,,109,11913,,1
12032,,1405,12334,,1
12033,,1407,13265,,1
12034,,159,12360,,1
12035,,2314,12277,,1
12036,,82,13287,,1
12037,,2213,13231,,1
12038,,1694,12415,,1
12039,,2462,11366,,1
12040,,2144,11266,,1
12041,,2144,11267,,1
12042,,532,11829,,1
12043,,2054,11177,,1
12044,,2457,12928,,1
12045,,313,11910,,1
12046,,705,12115,,1
12047,,187,12541,,1
12048,,781,12643,,1
12049,,1999,12169,,1
12050,,548,12152,,1
12051,,1503,11629,,1
12052,,1570,12963,,1
12053,,340,13142,,1
12054,,50,11612,,1
12055,,1793,11485,,1
12056,,787,11458,,1
12057,,6,11108,,1
12058,,1735,12659,,1
12059,,923,12568,,1
12060,,2207,12675,,1
12061,,1270,12856,,1
12063,,2279,12570,,1
12064,,2415,12167,,1
12065,,1927,11616,,1
12066,,2200,11233,,1
12067,,2541,12234,,1
12068,,1451,11638,,1
12069,,1546,12805,,1
12070,,854,11671,,1
12071,,848,13373,,1
12072,,1401,12022,,1
12073,,1156,12146,,1
12074,,1587,11291,,1
12075,,1282,12419,,1
12076,,1166,11654,,1
12077,,1911,12768,,1
12078,,2148,11430,,1
12079,,1204,13102,,1
12081,,432,11785,,1
12082,,1847,13037,,1
12083,,765,13270,,1
12084,,519,11418,,1
12085,,1298,11385,,1
12086,,1172,11521,,1
12087,,177,12495,,1
12088,,2217,11877,,1
12089,,2181,12640,,1
12090,,2672,13227,,1
12091,,2023,11940,,1
12092,,1682,11779,,1
12093,,2532,12303,,1
12094,,711,12406,,1
12095,,2097,12129,,1
12096,,1187,12471,,1
12097,,395,12258,,1
12098,,360,12159,,1
12099,,2029,12987,,1
12100,,145,12237,,1
12101,,2478,12211,,1
12102,,876,13185,,1
12103,,171,12339,,1
12104,,1127,12222,,1
12105,,200,12793,,1
12106,,1794,11648,,1
12107,,2113,12009,,1
12109,,1315,12358,,1
12110,,1247,12151,,1
12112,,2190,12148,,1
12113,,2008,12836,,1
12114,,327,11872,,1
12115,,983,11704,,1
12116,,944,12610,,1
12117,,1801,11895,,1
12118,,721,12322,,1
12119,,269,11121,,1
12120,,426,12692,,1
12121,,1765,12300,,1
12122,,558,12298,,1
12123,,437,12800,,1
12124,,1272,13014,,1
12125,,2291,13095,,1
12126,,860,11327,,1
12127,,42,11584,,1
12128,,2380,13159,,1
12129,,1991,11303,,1
12130,,383,12306,,1
12131,,257,13358,,1
12132,,974,13452,,1
12133,,1079,11751,,1
12134,,920,11494,,1
12135,,1306,13315,,1
12136,,1128,13416,,1
12137,,1551,13125,,1
12138,,217,11706,,1
12139,,1237,11774,,1
12140,,1963,12992,,1
12141,,1918,13380,,1
12142,,1909,12645,,1
12143,,613,12890,,1
12144,,1050,13024,,1
12145,,1969,13229,,1
12146,,842,13069,,1
12147,,2309,13192,,1
12148,,1565,12695,,1
12149,,366,12219,,1
12150,,929,12051,,1
12151,,2484,12284,,1
12152,,1501,12275,,1
12153,,458,13027,,1
12154,,291,11331,,1
12155,,138,11354,,1
12156,,1881,13046,,1
12157,,1474,12632,,1
12158,,1081,12203,,1
12159,,2400,13224,,1
12160,,54,11653,,1
12161,,2539,11754,,1
12162,,791,12791,,1
12163,,1539,11315,,1
12164,,1212,12817,,1
12165,,753,13013,,1
12166,,1271,12269,,1
12167,,2065,12434,,1
12168,,190,12616,,1
12169,,1255,13259,,1
12170,,1218,11374,,1
12171,,1686,12795,,1
12172,,2036,11207,,1
12173,,2339,13469,,1
12174,,434,12720,,1
12175,,231,13071,,1
12176,,2437,12401,,1
12177,,1631,11225,,1
12178,,2459,11517,,1
12179,,415,12556,,1
12180,,1485,13043,,1
12181,,1993,11673,,1
12182,,564,12504,,1
12183,,1310,11991,,1
12184,,2184,13209,,1
12185,,1557,12320,,1
12186,,89,13447,,1
12187,,1624,13052,,1
12188,,236,13119,,1
12189,,119,11937,,1
12190,,2045,12361,,1
12191,,2227,11726,,1
12192,,181,12577,,1
12193,,1464,12287,,1
12194,,2298,13196,,1
12195,,1246,13458,,1
12196,,1209,13326,,1
12197,,417,12558,,1
12198,,1095,13090,,1
12199,,898,12719,,1
12200,,462,13175,,1
12201,,1285,13306,,1
12202,,101,11460,,1
12203,,1470,12489,,1
12204,,755,12650,,1
12205,,1294,11436,,1
12206,,2070,11189,,1
12207,,1887,11195,,1
12208,,1225,11590,,1
12209,,723,12565,,1
12210,,1107,11482,,1
12211,,1042,12472,,1
12212,,797,11866,,1
12213,,1312,11095,,1
12214,,2408,11610,,1
12215,,2168,13324,,1
12216,,154,12283,,1
12217,,580,12701,,1
12218,,2382,13004,,1
12219,,279,11298,,1
12220,,554,12212,,1
12221,,2015,13407,,1
12222,,1147,12216,,1
12223,,987,12012,,1
12224,,1775,12766,,1
12225,,1368,12835,,1
12226,,435,12779,,1
12227,,326,11814,,1
12228,,947,12828,,1
12229,,673,11825,,1
12230,,529,11719,,1
12231,,1844,11773,,1
12232,,2051,13304,,1
12233,,1447,11592,,1
12234,,19,11247,,1
12235,,1414,12571,,1
12236,,702,12057,,1
12237,,2304,12954,,1
12238,,904,13166,,1
12239,,1420,12859,,1
12240,,1038,11543,,1
12241,,1417,12790,,1
12242,,903,13061,,1
12243,,1893,11722,,1
12244,,2091,11357,,1
12245,,2431,11223,,1
12246,,1053,12861,,1
12247,,20,11250,,1
12248,,1442,11337,,1
12249,,130,13257,,1
12250,,2504,13401,,1
12251,,495,13428,,1
12252,,2538,11181,,1
12253,,275,12917,,1
12254,,2011,13384,,1
12255,,2111,11742,,1
12256,,2111,11744,,1
12257,,11,11192,,1
12258,,1653,12329,,1
12259,,157,12460,,1
12261,,1955,11750,,1
12262,,1151,13471,,1
12263,,2418,11412,,1
12264,,1132,12494,,1
12266,,1526,12886,,1
12267,,1084,11713,,1
12268,,535,11818,,1
12269,,1028,13044,,1
12270,,2057,11463,,1
12271,,1297,11386,,1
12272,,2251,13130,,1
12273,,493,13405,,1
12274,,118,11932,,1
12275,,2342,13314,,1
12276,,1973,13367,,1
12277,,392,13337,,1
12278,,2104,12899,,1
12279,,146,12633,,1
12280,,207,12849,,1
12281,,1328,11518,,1
12282,,1433,12543,,1
12283,,1529,12956,,1
12286,,209,12904,,1
12287,,2005,12546,,1
12288,,1788,11175,,1
12289,,941,12634,,1
12290,,2351,11926,,1
12291,,5,11106,,1
12292,,1555,12451,,1
12293,,155,12312,,1
12294,,285,11498,,1
12295,,2203,11621,,1
12296,,1804,12142,,1
12297,,1195,13144,,1
12298,,2221,12183,,1
12299,,2319,11886,,1
12300,,1427,13062,,1
12301,,1967,11665,,1
12302,,337,11929,,1
12303,,2255,13173,,1
12304,,214,12892,,1
12305,,1234,11801,,1
12306,,1337,13332,,1
12307,,1364,12330,,1
12308,,1664,13131,,1
12309,,799,11852,,1
12310,,320,11799,,1
12311,,1309,12076,,1
12312,,1916,13186,,1
12313,,823,12413,,1
12314,,1455,11783,,1
12315,,557,12466,,1
12316,,557,12821,,1
12317,,1346,11275,,1
12318,,1738,11287,,1
12319,,34,11338,,1
12320,,2391,11226,,1
12321,,288,11422,,1
12322,,2034,13396,,1
12323,,1851,11535,,1
12324,,1960,13463,,1
12325,,1142,13221,,1
12326,,2056,11308,,1
12327,,1379,13361,,1
12328,,203,12260,,1
12329,,633,11207,,1
12330,,1185,12238,,1
12331,,542,12980,,1
12332,,438,12810,,1
12333,,1726,12274,,1
12334,,2536,12079,,1
12335,,2101,12470,,1
12336,,1191,12378,,1
12337,,445,12860,,1
12338,,127,11561,,1
12339,,1622,12909,,1
12340,,2078,12023,,1
12341,,454,13028,,1
12342,,977,11544,,1
12343,,1830,11705,,1
12344,,884,12356,,1
12345,,1656,12450,,1
12346,,102,11764,,1
12349,,2507,11405,,1
12350,,1362,12422,,1
12351,,1621,11884,,1
12352,,2132,13325,,1
12353,,1086,12095,,1
12354,,1486,13151,,1
12355,,1556,11278,,1
12356,,831,12726,,1
12357,,1448,11613,,1
12358,,1461,12026,,1
12359,,2295,13575,,1
12360,,1243,13394,,1
12361,,1092,12661,,1
12362,,1467,12349,,1
12363,,1268,12852,,1
12364,,1821,11117,,1
12365,,811,12070,,1
12366,,194,12678,,1
12367,,2157,12497,,1
12368,,1421,12553,,1
12371,,1826,12843,,1
12372,,70,11754,,1
12373,,1857,11944,,1
12374,,485,11190,,1
12375,,1145,13195,,1
12376,,353,11404,,1
12377,,2383,13418,,1
12378,,88,11793,,1
12379,,2196,11619,,1
12380,,918,13056,,1
12381,,2121,12876,,1
12382,,2133,11574,,1
12383,,2488,12249,,1
12384,,1088,12441,,1
12385,,10,11800,,1
12386,,1511,12011,,1
12387,,1163,11468,,1
12388,,2018,11477,,1
12389,,1365,12480,,1
12390,,487,13376,,1
12391,,139,12050,,1
12392,,8,12775,,1
12393,,1743,13307,,1
12394,,950,12903,,1
12395,,2677,12430,,1
12396,,627,13434,,1
12397,,1807,12462,,1
12398,,1411,12436,,1
12399,,746,12946,,1
12400,,1129,12422,,1
12401,,263,11473,,1
12402,,2224,13075,,1
12403,,1458,12093,,1
12404,,834,13026,,1
12405,,165,12365,,1
12406,,1690,12191,,1
12407,,1749,11441,,1
12408,,1048,12839,,1
12409,,620,12107,,1
12410,,1577,13236,,1
12411,,2230,12534,,1
12412,,985,11968,,1
12413,,1355,11951,,1
12414,,1832,11838,,1
12415,,1340,11119,,1
12416,,2395,13319,,1
12417,,1729,13420,,1
12418,,2068,13237,,1
12419,,1965,13029,,1
12420,,308,13016,,1
12421,,1671,11335,,1
12422,,2064,12381,,1
12423,,825,12757,,1
12424,,317,11691,,1
12425,,1705,12087,,1
12428,,1289,11110,,1
12429,,592,13000,,1
12430,,643,12798,,1
12431,,1946,11197,,1
12432,,2439,12707,,1
12433,,2409,12698,,1
12434,,1331,12960,,1
12435,,1357,12815,,1
12436,,1517,13336,,1
12438,,1952,12092,,1
12439,,1877,12606,,1
12440,,107,12754,,1
12441,,824,12677,,1
12442,,451,13284,,1
12443,,2211,13092,,1
12444,,2367,11723,,1
12445,,74,11800,,1
12446,,1850,13149,,1
12447,,1547,11828,,1
12448,,1456,11824,,1
12449,,2146,11318,,1
12450,,1280,13201,,1
12451,,2347,13169,,1
12452,,305,11564,,1
12453,,1175,11985,,1
12454,,2236,11778,,1
12455,,890,12592,,1
12456,,1013,13327,,1
12457,,115,12240,,1
12458,,1869,12761,,1
12459,,1508,11946,,1
12460,,473,13048,,1
12461,,198,12752,,1
12462,,653,11408,,1
12463,,2002,12242,,1
12464,,2393,11326,,1
12465,,1505,11809,,1
12466,,1968,13208,,1
12467,,1795,11674,,1
12468,,2426,13228,,1
12469,,2348,12478,,1
12470,,593,12940,,1
12471,,173,11439,,1
12472,,2527,12075,,1
12473,,1677,13009,,1
12474,,771,13369,,1
12477,,1391,11693,,1
12478,,2161,13269,,1
12479,,197,12727,,1
12480,,1424,12986,,1
12481,,1480,12929,,1
12482,,995,13223,,1
12483,,1097,11945,,1
12484,,2080,11931,,1
12485,,1453,11116,,1
12486,,1860,11221,,1
12487,,968,11096,,1
12488,,1300,11447,,1
12489,,2030,12941,,1
12490,,2297,13127,,1
12493,,988,12473,,1
12496,,1903,12293,,1
12497,,715,12311,,1
12498,,76,11800,,1
12499,,1077,13476,,1
12500,,1659,12671,,1
12501,,2529,13461,,1
12502,,582,12705,,1
12503,,521,12199,,1
12504,,666,12550,,1
12505,,971,11243,,1
12506,,896,12749,,1
12507,,387,12350,,1
12508,,474,13161,,1
12509,,1930,11293,,1
12510,,1875,12404,,1
12511,,397,12503,,1
12512,,624,13377,,1
12513,,756,13193,,1
12516,,1836,11853,,1
12517,,1381,11137,,1
12518,,1746,11215,,1
12520,,630,11218,,1
12521,,2158,12562,,1
12522,,2364,12966,,1
12523,,610,13197,,1
12524,,1387,11519,,1
12525,,1066,11491,,1
12526,,545,12030,,1
12527,,2287,13217,,1
12528,,565,12443,,1
12529,,428,12700,,1
12530,,1767,12476,,1
12532,,3,11121,,1
12533,,343,11997,,1
12534,,1020,12919,,1
12535,,2498,12445,,1
12536,,480,13213,,1
12537,,935,12321,,1
12538,,2354,12711,,1
12539,,1884,13313,,1
12540,,845,13180,,1
12541,,1359,12003,,1
12542,,418,12668,,1
12543,,2447,12098,,1
12544,,1924,11500,,1
12545,,2129,12746,,1
12546,,2197,12145,,1
12547,,772,12129,,1
12548,,23,11320,,1
12549,,828,12730,,1
12550,,851,13349,,1
12551,,1708,13156,,1
12552,,166,12421,,1
12553,,347,12103,,1
12554,,1089,12688,,1
12555,,106,11889,,1
12556,,1321,12566,,1
12557,,1533,13087,,1
12558,,588,12842,,1
12559,,258,13400,,1
12560,,1134,12435,,1
12561,,2240,12485,,1
12564,,2370,12217,,1
12565,,108,13559,,1
12566,,2369,12015,,1
12567,,2274,11220,,1
12568,,1496,11254,,1
12569,,2402,11607,,1
12570,,334,11678,,1
12571,,1251,12255,,1
12572,,893,12676,,1
12573,,1865,11660,,1
12574,,991,12499,,1
12575,,2267,12444,,1
12576,,822,11760,,1
12577,,192,12647,,1
12578,,2678,11628,,1
12579,,1650,12596,,1
12580,,2273,11497,,1
12581,,805,12139,,1
12582,,1798,11858,,1
12583,,948,12823,,1
12584,,1977,12364,,1
12585,,992,12374,,1
12586,,1559,12304,,1
12587,,325,11804,,1
12588,,1714,11109,,1
12589,,566,12433,,1
12590,,2164,11820,,1
12591,,1430,13093,,1
12592,,425,12685,,1
12593,,1626,13133,,1
12594,,998,12641,,1
12595,,2547,12867,,1
12597,,1400,12290,,1
12598,,254,11274,,1
12599,,1110,11909,,1
12600,,749,11426,,1
12601,,1919,11102,,1
12602,,698,12128,,1
12603,,1829,11474,,1
12604,,927,13094,,1
12605,,1374,13136,,1
12606,,464,13076,,1
12607,,670,11597,,1
12608,,900,13286,,1
12609,,1347,11433,,1
12610,,997,12639,,1
12611,,1662,12939,,1
12612,,220,12971,,1
12613,,725,12568,,1
12614,,594,12988,,1
12615,,62,11711,,1
12616,,1668,11151,,1
12617,,1186,12635,,1
12618,,1894,11915,,1
12619,,660,12872,,1
12620,,2468,12846,,1
12621,,2355,12866,,1
12622,,1335,12615,,1
12623,,1023,11360,,1
12624,,640,11345,,1
12625,,1943,12985,,1
12626,,1303,11626,,1
12627,,455,13165,,1
12628,,149,13022,,1
12629,,1227,11643,,1
12630,,2324,12785,,1
12631,,1514,12370,,1
12632,,646,11408,,1
12633,,1139,13237,,1
12634,,125,12036,,1
12635,,1949,11361,,1
12636,,61,11712,,1
12637,,622,13374,,1
12638,,1777,11630,,1
12639,,2330,12767,,1
12640,,448,12979,,1
12641,,1764,12343,,1
12642,,2540,11793,,1
12643,,422,12642,,1
12644,,1683,11916,,1
12645,,431,12747,,1
12646,,1004,12829,,1
12647,,2043,12036,,1
12648,,7,11160,,1
12649,,531,11777,,1
12650,,2016,11226,,1
12651,,865,13396,,1
12652,,1390,11633,,1
12653,,312,13053,,1
12654,,1931,11768,,1
12655,,704,12018,,1
12656,,874,11813,,1
12657,,1866,11729,,1
12658,,676,11682,,1
12659,,780,11138,,1
12660,,2449,13292,,1
12661,,2235,11684,,1
12662,,273,11120,,1
12663,,475,13187,,1
12664,,2423,13146,,1
12665,,201,12771,,1
12666,,2455,12877,,1
12667,,2523,11862,,1
12668,,886,12340,,1
12669,,1674,11382,,1
12670,,737,12786,,1
12671,,2327,11619,,1
12672,,131,13343,,1
12673,,2278,12397,,1
12674,,779,13413,,1
12675,,1970,13322,,1
12676,,1090,12686,,1
12677,,261,12616,,1
12678,,1477,12722,,1
12679,,2077,11917,,1
12680,,2489,13258,,1
12681,,600,11561,,1
12682,,1990,13380,,1
12683,,2399,12806,,1
12684,,1367,12663,,1
12685,,2124,13453,,1
12686,,1900,12308,,1
12687,,572,12579,,1
12690,,2405,12933,,1
12691,,486,13347,,1
12692,,2514,13089,,1
12693,,4,11259,,1
12694,,2313,12113,,1
12695,,1876,12371,,1
12696,,176,12866,,1
12697,,1435,12774,,1
12698,,1908,12544,,1
12699,,412,11665,,1
12700,,1689,12077,,1
12701,,1260,12660,,1
12702,,2135,11692,,1
12703,,384,12517,,1
12704,,880,12140,,1
12705,,2096,12950,,1
12706,,394,11563,,1
12707,,1012,13272,,1
12708,,621,13371,,1
12709,,1639,11193,,1
12710,,1824,11164,,1
12711,,156,12323,,1
12712,,1833,11938,,1
12713,,48,11536,,1
12714,,726,12728,,1
12715,,1378,13404,,1
12716,,400,12387,,1
12717,,1562,12636,,1
12718,,1179,11294,,1
12719,,2361,13431,,1
12720,,2179,13032,,1
12721,,2179,13082,,1
12722,,501,11210,,1
12723,,1728,12926,,1
12724,,1497,11266,,1
12725,,2530,12973,,1
12726,,1384,11659,,1
12727,,2343,11241,,1
12728,,1241,13116,,1
12729,,45,11499,,1
12730,,1603,12024,,1
12731,,701,12099,,1
12732,,1613,12554,,1
12733,,1691,12272,,1
12735,,1017,11264,,1
12736,,2495,13328,,1
12737,,1277,13018,,1
12738,,932,12228,,1
12739,,1722,12122,,1
12740,,2501,11830,,1
12741,,806,12066,,1
12742,,1518,13220,,1
12743,,1007,13189,,1
12744,,1921,11178,,1
12745,,597,12931,,1
12746,,2194,12910,,1
12747,,802,12286,,1
12748,,1681,11819,,1
12749,,1431,12223,,1
12750,,1840,12394,,1
12751,,1117,11882,,1
12752,,579,12699,,1
12753,,958,11272,,1
12754,,1404,12282,,1
12755,,2249,11639,,1
12756,,1530,12428,,1
12757,,585,12814,,1
12758,,2387,11180,,1
12759,,2548,12971,,1
12760,,242,13232,,1
12761,,80,11276,,1
12762,,2473,13203,,1
12763,,2089,13183,,1
12764,,759,13096,,1
12765,,2483,12378,,1
12766,,2169,11166,,1
12767,,1500,11456,,1
12769,,1219,11427,,1
12770,,774,12448,,1
12771,,719,12359,,1
12772,,1880,12674,,1
12773,,1320,12653,,1
12774,,2137,12186,,1
12775,,67,12084,,1
12776,,1696,12437,,1
12777,,912,13226,,1
12778,,503,11114,,1
12779,,534,11680,,1
12780,,1211,11232,,1
12781,,35,11410,,1
