ID,NameOLD,NameNEW,MacroareaOLD,MacroareaNEW,LatitudeOLD,LatitudeNEW,LongitudeOLD,LongitudeNEW,GlottocodeOLD,GlottocodeNEW,ISO639P3code,FamilyOLD,FamilyNEW,SubfamilyOLD,SubfamilyNEW,GenusOLD,GenusNEW,GenusIcon,ISO_codesOLD,ISO_codesNEW,Samples_100,Samples_200,Country_IDOLD,Country_IDNEW,Source
cmh,Chemehuevi,Chemehuevi,North America,North America,34.33333333,34.33333333,-115.1666667,-115.1666667,utes1238,chem1251,ute,Uto-Aztecan,Uto-Aztecan,,,Numic,Northern Uto-Aztecan,s000000,ute,ute,0,0,US,US,Press-1975 Press-1979 Stolz-1996
put,Paiute (Southern),Paiute (Southern),North America,North America,37.83333333,37.83333333,-113.3333333,-113.3333333,utes1238,sout2969,ute,Uto-Aztecan,Uto-Aztecan,,,Numic,Northern Uto-Aztecan,s000000,ute,ute,0,0,US,US,Davis-1966 Harms-1966 Langacker-1976 Nichols-1992 Sapir-1930
ute,Ute,Ute,North America,North America,39,39,-109,-109,utes1238,utee1244,ute,Uto-Aztecan,Uto-Aztecan,,,Numic,Northern Uto-Aztecan,s000000,ute,ute,0,0,US,US,Anonymous-1979 Davis-1966 Sapir-1930 Southern-Ute-Tribe-1980
urm,Urum,Urum,Eurasia,Eurasia,47.11666667,47.11666667,37.55,37.55,urum1249,urum1249,uum,Altaic,Altaic,,,Turkic,Turkic,d0000dd,uum,uum,0,0,UA GE,UA GE,Muratov-1997
ura,Ura,Ura,Papunesia,Papunesia,-18.66666667,-18.66666667,169.0833333,169.0833333,urav1235,urav1235,uur,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,uur,uur,0,0,VU,VU,Crowley-1998c Crowley-1999
knc,Kugu Nganhcara,Kugu Nganhcara,Australia,Australia,-14.41666667,-14.41666667,142,142,kuku1280,kuku1280,uwa,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,uwa,uwa,0,0,AU,AU,Smith-and-Johnson-2000
uzn,Uzbek (Northern),Uzbek (Northern),Eurasia,Eurasia,40.66666667,40.66666667,66.5,66.5,nort2690,nort2690,uzn,Altaic,Altaic,,,Turkic,Turkic,d0000dd,uzn,uzn,0,0,UZ,UZ,Raun-1969 Sjoberg-1962 Sjoberg-1963
uzb,Uzbek,Uzbek,Eurasia,Eurasia,39,39,66,66,uzbe1247,uzbe1247,,Altaic,Altaic,,,Turkic,Turkic,d0000dd,uzn uzs,uzn uzs,0,0,UZ AF,UZ AF,Boeschoten-1998 Khakimov-1994 Kononov-1960 Malherbe-and-Rosenberg-1996 Raun-1969 Reshetov-1966 Sjoberg-1963 Xodzhiev-1997
vaf,Vafsi,Vafsi,Eurasia,Eurasia,34.66666667,34.66666667,49.91666667,49.91666667,vafs1240,vafs1240,vaf,Indo-European,Indo-European,,,Iranian,Iranian,cff66ff,vaf,vaf,0,0,IR,IR,Stilo-2004 Stilo-2005
vag,Vagla,Vagla,Africa,Africa,9.416666667,9.416666667,-2.416666667,-2.416666667,vagl1239,vagl1239,vag,Niger-Congo,Niger-Congo,Gur,Gur,Southern-Central Gur,Grusi,f101010,vag,vag,0,0,GH,GH,Crouch-and-Naden-1998
vai,Vai,Vai,Africa,Africa,6.916666667,6.916666667,-11.25,-11.25,vaii1241,vaii1241,vai,Mande,Mande,,,Western Mande,Western Mande,f009900,vai,vai,0,0,SL LR,SL LR,Stolz-1996 Welmers-1976
dum,Dumo,Dumo,Papunesia,Papunesia,-2.683333333,-2.683333333,141.3,141.3,vani1248,vani1248,vam,Skou,Skou,,,Western Skou,Western Skou,s000000,vam,vam,0,0,PG,PG,Nichols-1992 Ross-1980
wal,Walman,Walman,Papunesia,Papunesia,-3.216666667,-3.216666667,142.5,142.5,valm1241,valm1241,van,Torricelli,Torricelli,,,Wapei-Palei,West Palei,c009900,van,van,0,0,PG,PG,Schmidt-and-Vormann-1900 Spolgen-and-Schmidt-1901
grj,Guarijío,Guarijío,North America,North America,27.75,27.75,-108.6666667,-108.6666667,huar1255,huar1255,var,Uto-Aztecan,Uto-Aztecan,,,Tarahumaran,Tarahumaran,s009900,var,var,0,0,MX,MX,Miller-1993 Miller-1996a
vas,Vasavi,Vasavi,Eurasia,Eurasia,24.5,24.5,71.5,71.5,vasa1239,vasa1239,vas,Indo-European,Indo-European,,,Indic,Indic,cff6600,vas,vas,0,0,IN,IN,
hay,Hayu,Hayu,Eurasia,Eurasia,27.25,27.25,86,86,wayu1241,wayu1241,vay,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Mahakiranti,Himalayish,c0000dd,vay,vay,0,0,NP,NP,Michailovsky-1981 Michailovsky-1988 Michailovsky-2003
ved,Vedda,Vedda,Eurasia,Eurasia,7,7,81,81,vedd1240,vedd1240,ved,Indo-European,Indo-European,,,Indic,Indic,cff6600,ved,ved,0,0,LK,LK,Sugathapala-de-Silva-1972
ven,Venda,Venda,Africa,Africa,-22,-22,30,30,vend1245,vend1245,ven,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,ven,ven,0,0,ZA ZW,ZA ZW,Poulos-1990 Stolz-1996
vep,Veps,Veps,Eurasia,Eurasia,60,60,35,35,veps1250,veps1250,vep,Uralic,Uralic,Finno-Ugric,Finno-Ugric,Finnic,Finnic,f9999ff,vep,vep,0,0,RU,RU,Laanest-1982
vla,Vlaamse Gebarentaal,Vlaamse Gebarentaal,Eurasia,Eurasia,51,51,4,4,vlaa1235,vlaa1235,vgt,other,other,,,Sign Languages,Sign Languages,t99ffff,vgt,vgt,0,0,BE,BE,
vie,Vietnamese,Vietnamese,Eurasia,Eurasia,10.5,10.5,106.5,106.5,viet1252,viet1252,vie,Austro-Asiatic,Austro-Asiatic,Mon-Khmer,Mon-Khmer,Viet-Muong,Viet-Muong,sffffcc,vie,vie,1,1,VN,VN,Binh-1971 Bisang-1991 Bisang-1992 Bystrov-and-Stankevich-2001 Bystrov-and-Stankevich-2007 Emeneau-1951 Hoang-1982 Huffman-and-Hai-1980 Hung-1979 Jones-and-Thong-1960 Malherbe-and-Rosenberg-1996 Nguyen-1966 Nguyen-1974a Nguyen-1974b Nguyen-1975 Nguyen-1990 Nguyen-1997 Nguyen-2001 Solncev-et-al-1960 Thompson-1965 Thompson-1987 Thompson-1991 Van-Chinh-1970 Vu-1998 Vuong-Gia-Thuy-1975
vif,Vili,Vili,Africa,Africa,-5.5,-5.5,14,14,vili1238,vili1238,vif,Niger-Congo,Niger-Congo,Benue-Congo,Benue-Congo,Bantoid,Bantu,d0000dd,vif,vif,0,0,CG GA,CG GA,Carrie-1890 Ndamba-1977
idn,Iduna,Iduna,Papunesia,Papunesia,-9.333333333,-9.333333333,150.25,150.25,idun1242,idun1242,viv,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,viv,viv,0,0,PG,PG,Huckett-1974
vka,Kariera,Kariera,Australia,Australia,-20.5,-20.5,118.5,118.5,kari1304,kari1304,vka,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,vka,vka,0,0,AU,AU,
kuy,Kutai,Kutai,Papunesia,Papunesia,-0.333333333,-0.333333333,116.6666667,116.6666667,teng1267,teng1267,vkt,Austronesian,Austronesian,,,Malayo-Sumbawan,Malayo-Sumbawan,d990099,vkt,vkt,0,0,ID,ID,Fudiat-Suryadikara-et-al-1984
mrt,Martuthunira,Martuthunira,Australia,Australia,-20.83333333,-20.83333333,116.5,116.5,mart1255,mart1255,vma,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,vma,vma,1,1,AU,AU,Dench-1987 Dench-1995
mbb,Mbabaram,Mbabaram,Australia,Australia,-17.16666667,-17.16666667,145,145,mbab1239,mbab1239,,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,,vmb,0,0,AU,AU,Dixon-1966a Dixon-1966b Dixon-1970 Dixon-1991b
vnm,Vinmavis,Vinmavis,Papunesia,Papunesia,-16.16666667,-16.16666667,167.4166667,167.4166667,vinm1237,vinm1237,vnm,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,vnm,vnm,0,0,VU,VU,Crowley-2002g
vot,Votic,Votic,Eurasia,Eurasia,59.5,59.5,30,30,voti1245,voti1245,vot,Uralic,Uralic,Finno-Ugric,Finno-Ugric,Finnic,Finnic,f9999ff,vot,vot,0,0,RU,RU,Ariste-1968 Ariste-1997 Laanest-1982
cku,Chinook (Upper),Chinook (Upper),North America,North America,45.62,45.62,-121.16,-121.16,wasc1239,wasc1239,wac,Penutian,Penutian,,,Chinookan,Chinookan,c9999ff,wac,wac,0,0,US,US,Boas-1911b Dyk-1933 Hymes-1955 Nichols-1992 Silverstein-1976 Silverstein-1978
wly,Wolaytta,Wolaytta,Africa,Africa,6.833333333,6.833333333,37.75,37.75,wola1242,wola1242,wal,Afro-Asiatic,Afro-Asiatic,Omotic,Omotic,North Omotic,Ta-Ne-Omotic,cff66ff,wal,wal,0,0,ET,ET,Lamberti-and-Sottile-1997 Tucker-and-Bryan-1966
mtt,Massachusett,Massachusett,North America,North America,42.5,42.5,-71,-71,wamp1249,wamp1249,wam,Algic,Algic,,,Algonquian,Algonquian,cffffff,wam,wam,0,0,US,US,Goddard-and-Bragdon-1988 Trumbull-1903
wna,Wan,Wan,Africa,Africa,7.833333333,7.833333333,-5.866666667,-5.866666667,wann1242,wann1242,wan,Mande,Mande,,,Eastern Mande,Eastern Mande,d000000,wan,wan,0,0,CI,CI,Nikitina-2008
wap,Wappo,Wappo,North America,North America,38.5,38.5,-122.5,-122.5,wapp1239,wapp1239,wao,Wappo-Yukian,Wappo-Yukian,,,Wappo,Wappo,scccccc,wao,wao,0,0,US,US,Li-and-Thompson-1977 Li-and-Thompson-1978 Li-et-al-1977 Nichols-1992 Radin-1929 Sawyer-1965
wps,Wapishana,Wapishana,South America,South America,2.666666667,2.666666667,-60,-60,wapi1253,wapi1253,wap,Arawakan,Arawakan,,,Wapishanan,Negro-Roraima,cffff00,wap,wap,0,0,GY BR,GY BR,Tracy-1972
wag,Wagiman,Wagiman,Australia,Australia,-14,-14,131.25,131.25,wage1238,wage1238,waq,,,,,,,sdd0000,waq,waq,0,0,AU,AU,Cook-1987 Tryon-1971
wwy,Waray-Waray,Waray-Waray,Papunesia,Papunesia,12,12,125,125,wara1300,wara1300,war,Austronesian,Austronesian,,,Greater Central Philippine,Greater Central Philippine,cffffcc,war,war,0,0,PH,PH,Rubino-2001c
was,Washo,Washo,North America,North America,39.25,39.25,-120,-120,wash1253,wash1253,was,,,,,,,sff4400,was,was,0,0,US,US,Jacobsen-1964 Kroeber-1906 Lowie-1963 Moravcsik-1978
wur,Waurá,Waurá,South America,South America,-13,-13,-53,-53,waur1244,waur1244,wau,Arawakan,Arawakan,,,Central Arawakan,Central Arawakan,c009900,wau,wau,0,0,BR,BR,Derbyshire-1986 Derbyshire-and-Payne-1990 Wise-1990
wai,Wai Wai,Wai Wai,South America,South America,1,1,-59,-59,waiw1244,waiw1244,waw,Cariban,Cariban,,,Cariban,Cariban,dffffff,waw,waw,0,0,GY BR,GY BR,Hawkins-1991 Hawkins-1998
wtm,Watam,Watam,Papunesia,Papunesia,-3.916666667,-3.916666667,144.5,144.5,wata1253,wata1253,wax,Lower Sepik-Ramu,Lower Sepik-Ramu,,Ramu,Lower Ramu,Lower Ramu,sffcc00,wax,wax,0,0,PG,PG,Anonymous-5
wyn,Wayana,Wayana,South America,South America,3.25,3.25,-54.16666667,-54.16666667,waya1269,waya1269,way,Cariban,Cariban,,,Cariban,Cariban,dffffff,way,way,0,0,GF SR BR,GF SR BR,Jackson-1972 de-Goeje-1946
wra,Warao,Warao,South America,South America,9.333333333,9.333333333,-61.66666667,-61.66666667,wara1303,wara1303,wba,,,,,,,sdd0000,wba,wba,1,1,VR,VR,Osborn-1966 Osborn-1967 Romero-Figueroa-1985 Romero-Figueroa-1986 Romero-Figueroa-1997 Vaquero-1965 de-Barral-1979 de-Goeje-1930
agw,Alagwa,Alagwa,Africa,Africa,-5.5,-5.5,35.75,35.75,alag1248,alag1248,wbj,Afro-Asiatic,Afro-Asiatic,Cushitic,Cushitic,Southern Cushitic,Southern Cushitic,c000000,wbj,wbj,0,0,TZ,TZ,Mous-nd
wgl,Waigali,Waigali,Eurasia,Eurasia,35,35,71.25,71.25,waig1243,waig1243,wbk,Indo-European,Indo-European,,,Nuristani,Nuristani,c009900,wbk,wbk,0,0,AF,AF,Morgenstierne-1954 Nichols-1992
wak,Wakhi,Wakhi,Eurasia,Eurasia,36.5,36.5,72,72,wakh1245,wakh1245,wbl,Indo-European,Indo-European,,,Iranian,Iranian,cff66ff,wbl,wbl,0,0,PK AF TJ,PK AF TJ,Grunberg-1988b Lorimer-1958
wrl,Warlpiri,Warlpiri,Australia,Australia,-20,-20,132.3333333,132.3333333,warl1254,warl1254,wbp,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,wbp,wbp,0,0,AU,AU,Capell-1962b Hale-1976b Nash-1980 Nash-1986 Reece-1970 Reece-1975 Reece-1979 Simpson-1983 Simpson-1991 Swartz-1988 Terrill-2001a
wbt,Wanman,Wanman,Australia,Australia,-22,-22,123,123,wanm1242,wanm1242,wbt,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,wbt,wbt,0,0,AU,AU,
wat,Watjarri,Watjarri,Australia,Australia,-26,-26,117.5,117.5,waja1257,waja1257,wbv,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,wbv,wbv,0,0,AU,AU,Douglas-1981 Fabricius-1998
ynm,Yanomámi,Yanomámi,South America,South America,2.333333333,2.333333333,-63,-63,yano1262,yano1262,wca,Yanomam,Yanomam,,,Yanomam,Yanomam,t990099,wca,wca,0,0,BR,BR,Aikhenvald-and-Dixon-1999
bac,Bachamal,Bachamal,Australia,Australia,-13.16666667,-13.16666667,130.1666667,130.1666667,wadj1254,wadj1254,wdj,Anson Bay,Wandjiginy,Daly,,Anson Bay,Wandjiginy,fcccccc,wdj,wdj,0,0,AU,AU,Ford-1990
pun,Pungupungu,Pungupungu,Australia,Australia,-13.5,-13.5,130.4166667,130.4166667,wadj1254,wadj1254,wdj,Anson Bay,Wandjiginy,Daly,,Anson Bay,Wandjiginy,fcccccc,wdj,wdj,0,0,AU,AU,Tryon-1974
wed,Wedau,Wedau,Papunesia,Papunesia,-10.16666667,-10.16666667,150.1666667,150.1666667,weda1241,weda1241,wed,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,wed,wed,0,0,PG,PG,King-1901a
wmn,Wéménugbé,Wéménugbé,Africa,Africa,6.666666667,6.666666667,2.5,2.5,weme1239,weme1239,wem,Niger-Congo,Niger-Congo,,Kwa,Kwa,Tano,d009900,wem,wem,0,0,BJ,BJ,Brand-1999
gwe,German (Westphalian),German (Westphalian),Eurasia,Eurasia,52,52,7.5,7.5,west2356,west2356,wep,Indo-European,Indo-European,,,Germanic,Germanic,cff4400,wep,wep,0,0,DE,DE,
wer,Weri,Weri,Papunesia,Papunesia,-7.75,-7.75,146.9166667,146.9166667,weri1253,weri1253,wer,Trans-New Guinea,Trans-New Guinea,,,Goilalan,Goilalan,cdd0000,wer,wer,0,0,PG,PG,Boxwell-and-Boxwell-1966
wgg,Wangkangurru,Wangkangurru,Australia,Australia,-27,-27,137,137,wang1290,wang1290,wgg,Pama-Nyungan,Pama-Nyungan,,,Central Pama-Nyungan,Central Pama-Nyungan,tcccccc,wgg,wgg,0,0,AU,AU,
wah,Wahgi,Wahgi,Papunesia,Papunesia,-5.833333333,-5.833333333,144.7166667,144.7166667,wahg1249,wahg1249,,Trans-New Guinea,Trans-New Guinea,,,Chimbu,Chimbu-Wahgi,cff66ff,wgi whg,wgi whg,0,0,PG,PG,Ladefoged-et-al-1977 Luzbetak-1954 Luzbetak-1956 Phillips-1976
wir,Wirangu,Wirangu,Australia,Australia,-32,-32,134,134,wira1265,wira1265,wgu,Pama-Nyungan,Pama-Nyungan,,,Central Pama-Nyungan,Central Pama-Nyungan,tcccccc,wgu,wgu,0,0,AU,AU,Hercus-1999a
wrg,Warrgamay,Warrgamay,Australia,Australia,-18.58333333,-18.58333333,146.0833333,146.0833333,warr1255,warr1255,wgy,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,wgy,wgy,0,0,AU,AU,Dixon-1981
tou,Southern Toussian,Southern Toussian,Africa,Africa,11,11,-4.666666667,-4.666666667,sout2797,sout2797,wib,Niger-Congo,Niger-Congo,Gur,Gur,Tusia,Tusia,f323232,wib,wib,0,0,BF,BF,Prost-1964g
wic,Wichita,Wichita,North America,North America,33.33333333,33.33333333,-97.33333333,-97.33333333,wich1260,wich1260,wic,Caddoan,Caddoan,,,Caddoan,Northern Caddoan,dff66ff,wic,wic,1,1,US,US,Rood-1976 Rood-1996
wn,Wik Ngathana,Wik Ngathana,Australia,Australia,-13.91666667,-13.91666667,141.5,141.5,wikn1245,wikn1245,wig,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,wig,wig,0,0,AU,AU,Sutton-1978
wmu,Wik Munkan,Wik Munkan,Australia,Australia,-13.91666667,-13.91666667,141.75,141.75,wikm1247,wikm1247,wim,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,wim,wim,0,0,AU,AU,Godfrey-1964 Kilham-et-al-1986 McConnel-1945 Mushin-1995 Oates-and-Oates-1964 Sayers-and-Godfrey-1964
wnb,Winnebago,Winnebago,North America,North America,43.5,43.5,-88.5,-88.5,hoch1243,hoch1243,win,Siouan,Siouan,,,Core Siouan,Mississippi Valley Siouan,fffffff,win,win,0,0,US,US,Hale-and-White-Eagle-1980 Marino-1968 Miner-1979 Miner-1981 Yegerlehner-and-Voegelin-1957
wiy,Wiyot,Wiyot,North America,North America,40.83333333,40.83333333,-124.1666667,-124.1666667,wiyo1248,wiyo1248,wiy,Algic,Algic,,,Wiyot,Wiyot,d000000,wiy,wiy,0,0,US,US,Proulx-1984 Reichard-1925 Teeter-1964 Teeter-and-Nichols-1993
wkw,Wagawaga,Wagawaga,Australia,Australia,-26.5,-26.5,152.5,152.5,waka1274,waka1274,wkw,Pama-Nyungan,Pama-Nyungan,,,Southeastern Pama-Nyungan,Southeastern Pama-Nyungan,tffffcc,wkw,wkw,0,0,AU,AU,
gnb,Gunbalang,Gunbalang,Australia,Australia,-12,-12,134,134,kunb1251,kunb1251,wlg,Gunwinyguan,Gunwinyguan,Gunwinyguan,,Gunwinygic,Marne,fdd0000,wlg,wlg,0,0,AU,AU,Coleman-1982 Harris-1969b
wlo,Wolio,Wolio,Papunesia,Papunesia,-5.5,-5.5,122.75,122.75,woli1241,woli1241,wlo,Austronesian,Austronesian,,,Celebic,Celebic,dff6600,wlo,wlo,0,0,ID,ID,Anceaux-1952 Anceaux-and-Grimes-1995 Husen-et-al-1985
wll,Wallisian,Wallisian,Papunesia,Papunesia,-13.3,-13.3,-176.2,-176.2,wall1257,wall1257,wls,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,wls,wls,0,0,WF,WF,Nguyen-1998
wam,Wambaya,Wambaya,Australia,Australia,-18.66666667,-18.66666667,135.75,135.75,wamb1258,wamb1258,wmb,Mirndi,Mirndi,,,Wambayan,Wambayan,faa0000,wmb,wmb,0,1,AU,AU,Nordlinger-1993 Nordlinger-1998
wme,Wambule,Wambule,Eurasia,Eurasia,29.25,29.25,85.91666667,85.91666667,wamb1257,wamb1257,wme,Sino-Tibetan,Sino-Tibetan,Tibeto-Burman,Tibeto-Burman,Mahakiranti,Himalayish,c0000dd,wme,wme,0,0,NP,NP,Opgenort-2004
wbn,Wambon,Wambon,Papunesia,Papunesia,-5.5,-5.5,140.4166667,140.4166667,wamb1259,wamb1259,wms,Trans-New Guinea,Trans-New Guinea,,Awyu-Ok,Awju-Dumut,Dumut,d009900,wms,wms,0,0,ID,ID,de-Vries-1989 de-Vries-and-de-Vries-Wiersma-1992
wlm,Walmatjari,Walmatjari,Australia,Australia,-19.5,-19.5,125.75,125.75,walm1241,walm1241,wmt,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,wmt,wmt,0,0,AU,AU,Hudson-1978 Hudson-and-Richards-1969
wnt,Wantoat,Wantoat,Papunesia,Papunesia,-6.166666667,-6.166666667,146.5,146.5,want1252,want1252,wnc,Trans-New Guinea,Trans-New Guinea,,Finisterre-Huon,Finisterre-Huon,Finisterre,ccccccc,wnc,wnc,0,0,PG,PG,Davis-1969
wrn,Warndarang,Warndarang,Australia,Australia,-14.41666667,-14.41666667,135.5833333,135.5833333,wand1263,wand1263,wnd,Mangarrayi-Maran,Mangarrayi-Maran,,,Warndarang,Mara,scccccc,wnd,wnd,0,0,AU,AU,Dixon-2002 Heath-1980b Nichols-1992
usa,Usan,Usan,Papunesia,Papunesia,-4.833333333,-4.833333333,145.1666667,145.1666667,usan1239,usan1239,wnu,Trans-New Guinea,Trans-New Guinea,,Madang,Madang,North Adelbert,cff6600,wnu,wnu,0,1,PG,PG,Reesink-1984 Reesink-1987
win,Wintu,Wintu,North America,North America,41,41,-122.5,-122.5,wint1259,wint1259,wnw,Penutian,Penutian,,,Wintuan,Wintuan,ccccccc,wnw,wnw,0,0,US,US,Mithun-1999 Nichols-1992 Pitkin-1963 Pitkin-1977 Pitkin-1984 Pitkin-1985 Schlichter-1981 Shepherd-1989
tye,Tyeraity,Tyeraity,Australia,Australia,-13,-13,130.3333333,130.3333333,tyar1236,tyar1236,woa,Northern Daly,Northern Daly,Daly,,Northern Daly,Northern Daly,fffffff,woa,woa,0,0,AU,AU,Tryon-1974
wob,Wobe,Wobe,Africa,Africa,7.416666667,7.416666667,-7.333333333,-7.333333333,weno1238,weno1238,wob,Niger-Congo,Niger-Congo,,,Kru,Kru,d990099,wob,wob,0,0,CI,CI,
wol,Woleaian,Woleaian,Papunesia,Papunesia,7.333333333,7.333333333,143.8333333,143.8333333,wole1240,wole1240,woe,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,Oceanic,Oceanic,c0000dd,woe,woe,0,0,FM,FM,Sohn-1975 Sohn-and-Tawerilmang-1976
wog,Wogamusin,Wogamusin,Papunesia,Papunesia,-4.25,-4.25,142.3333333,142.3333333,woga1249,woga1249,wog,Sepik,Sepik,,,Upper Sepik,Wogamusin-Chenapian,ddd0000,wog,wog,0,0,PG,PG,Laycock-and-Zgraggen-1975
woi,Woisika,Woisika,Papunesia,Papunesia,-8.25,-8.25,124.8333333,124.8333333,kama1365,kama1365,woi,Timor-Alor-Pantar,Greater West Bomberai,,Timor-Alor-Pantar,Greater Alor,Alor-Pantar,tcccccc,woi,woi,0,0,ID,ID,Stokhof-1979 Stokhof-1982
wlf,Wolof,Wolof,Africa,Africa,15.25,15.25,-16,-16,nucl1347,nucl1347,wol,Niger-Congo,Niger-Congo,Atlantic,North-Central Atlantic,Wolof,Wolof,faaaaaa,wol,wol,0,0,GM SN,GM SN,Church-1981 Dahl-1985 Diouf-and-Yaguello-1991 Ka-1994 Ka-2001 Malherbe-and-Rosenberg-1996 Malherbe-and-Sall-1989 Manessy-and-Sauvageot-1963 Nikiforova-1981 Njie-1982 Nussbaum-et-al-1970 Rambaud-1903 Sauvageot-1965 Ward-1963
hhu,Hanga Hundi,Hanga Hundi,Papunesia,Papunesia,-3.833333333,-3.833333333,142.9166667,142.9166667,hang1263,hang1263,wos,Sepik,Sepik,,,Ndu,Ndu,fcccccc,wos,wos,0,0,PG,PG,Wendel-1993
brp,Barupu,Barupu,Papunesia,Papunesia,-3.083333333,-3.083333333,142.0833333,142.0833333,wara1302,wara1302,wra,Skou,Skou,,,Warapu,Warapu,s009900,wra,wra,0,0,PG,PG,Corris-2005
wlw,Warluwara,Warluwara,Australia,Australia,-22,-22,138.5,138.5,warl1256,warl1256,wrb,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,wrb,wrb,0,0,AU,AU,Breen-1970
wgu,Warrongo,Warrongo,Australia,Australia,-18,-18,145,145,waru1264,waru1264,wrg,Pama-Nyungan,Pama-Nyungan,,,Northern Pama-Nyungan,Northern Pama-Nyungan,taa0000,wrg,wrg,0,0,AU,AU,Tsunoda-1988 Tsunoda-2007a
grr,Garrwa,Garrwa,Australia,Australia,-17.08333333,-17.08333333,137.1666667,137.1666667,gara1269,gara1269,wrk,Garrwan,Garrwan,,,Garrwan,Garrwan,fff66ff,wrk,wrk,0,0,AU,AU,Furby-1972 Furby-1974 Furby-and-Furby-1977 Mushin-2005 Nichols-1992
wru,Warumungu,Warumungu,Australia,Australia,-19.5,-19.5,134.5,134.5,waru1265,waru1265,wrm,Pama-Nyungan,Pama-Nyungan,,,Western Pama-Nyungan,Western Pama-Nyungan,t99ffff,wrm,wrm,0,0,AU,AU,
wor,Worora,Worora,Australia,Australia,-15.66666667,-15.66666667,124.6666667,124.6666667,woro1255,woro1255,wro,Worrorran,Worrorran,,,Worrorran,Worrorran,dff6600,wro,wro,0,0,AU,AU,Bybee-et-al-1994 Love-2000
wrp,Waropen,Waropen,Papunesia,Papunesia,-2.333333333,-2.333333333,136.5833333,136.5833333,waro1242,waro1242,wrp,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,South Halmahera - West New Guinea,tff4400,wrp,wrp,0,0,ID,ID,Held-1942
wrd,Wardaman,Wardaman,Australia,Australia,-15.5,-15.5,131,131,ward1246,ward1246,wrr,Yangmanic,Yangmanic,Gunwinyguan,Gunwinyguan,Yangmanic,Yangmanic,dffffcc,wrr,wrr,0,1,AU,AU,Merlan-1994
wrs,Waris,Waris,Papunesia,Papunesia,-3.166666667,-3.166666667,141,141,wari1266,wari1266,wrs,Border,Border,,,Border,Border,daa0000,wrs,wrs,0,0,ID PG,ID PG,Brown-1988b
wry,Waray (in Australia),Waray (in Australia),Australia,Australia,-13.16666667,-13.16666667,131.25,131.25,wara1290,wara1290,wrz,Gunwinyguan,Gunwinyguan,Gunwinyguan,,Warayic,Western Gunwinyguan,s9999ff,wrz,wrz,0,0,AU,AU,Fabricius-1998 Harvey-1986
wrm,Warembori,Warembori,Papunesia,Papunesia,-1.666666667,-1.666666667,137.5833333,137.5833333,ware1253,ware1253,wsa,Austronesian,Austronesian,Eastern Malayo-Polynesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,South Halmahera - West New Guinea,tff4400,wsa,wsa,0,0,ID,ID,Donohue-1999b
wsk,Waskia,Waskia,Papunesia,Papunesia,-4.5,-4.5,146,146,wask1241,wask1241,wsk,Trans-New Guinea,Trans-New Guinea,,Madang,Madang,Kowan,cff6600,wsk,wsk,0,0,PG,PG,Ross-and-Paol-1978
wth,Wathawurrung,Wathawurrung,Australia,Australia,-38,-38,144,144,wath1238,wath1238,,Pama-Nyungan,Pama-Nyungan,,,Southeastern Pama-Nyungan,Southeastern Pama-Nyungan,tffffcc,,wth,0,0,AU,AU,Blake-et-al-1998a
