language_id,altname_name,altname_type,relation
jab,Yabim,ruhlen,
pop,Popoloc,ruhlen,
psj,Popoloc,ruhlen,
psv,Popoloc,ruhlen,
bnb,Bunaba,ruhlen,
lgu,Longgu,ruhlen,
ath,Athpare,ruhlen,
kwe,Kanjobal,ruhlen,
kea,Kanjobal,ruhlen,
tso,Tsou,ruhlen,
grw,Greenlandic,ruhlen,
gre,Greenlandic,ruhlen,
gso,Greenlandic,ruhlen,
smj,Semai,ruhlen,
ylm,Yelmek,ruhlen,
alk,Lukep,ruhlen,
pms,Paama,ruhlen,
buy,Buli,ruhlen,
bui,Buli,ruhlen,
gue,Guere,ruhlen,
mkd,Makonde,ruhlen,
tig,Tigrinya,ruhlen,
eja,Ejagham,ruhlen,
sre,Sre,ruhlen,
plb,Polabian,ruhlen,
yzv,Komi,ruhlen,
kzy,Komi,ruhlen,
noc,Nocte,ruhlen,
wrm,Warenbori,ruhlen,
blx,Biloxi,ruhlen,
mof,Mofu,ruhlen,
adz,Adzera,ruhlen,
bac,Wadjiginy,ruhlen,
trc,Trique,ruhlen,
tri,Trique,ruhlen,
ski,Saame,ruhlen,
krn,!Ora,ruhlen,
chh,Gurage (Central West),ruhlen,
spc,Spanish,ruhlen,
ast,Spanish,ruhlen,
spa,Spanish,ruhlen,
gag,Gagauz,ruhlen,
kar,Kara,ruhlen,
kra,Kara,ruhlen,
shy,Yellow Uighur,ruhlen,
kmn,Chimbu,ruhlen,
gln,Chimbu,ruhlen,
tba,Chimbu,ruhlen,
zan,Zande,ruhlen,
bud,Buduma,ruhlen,
shw,Shawnee,ruhlen,
kir,Kirma,ruhlen,
itw,Itawis,ruhlen,
wwy,Waray (Meso-Phillipines),ruhlen,
mai,Maithili,ruhlen,
dym,Dyimini,ruhlen,
gae,Scottish Gaelic,ruhlen,
sab,Sa'ban,ruhlen,
bik,Biak,ruhlen,
tua,Pa'umotu,ruhlen,
msc,Chibcha,ruhlen,
tem,Tem,ruhlen,
hnd,Hunde,ruhlen,
wrg,Warrgamay,ruhlen,
kur,Kurux,ruhlen,
hui,Huichol,ruhlen,
pur,Tarascan,ruhlen,
zaz,Zaza,ruhlen,
msl,Mesalit,ruhlen,
pac,Pacoh,ruhlen,
mpr,Maipure,ruhlen,
boz,Bozo,ruhlen,
nbo,Karagwe,ruhlen,
ame,Amele,ruhlen,
cax,Ashaninca,ruhlen,
yrt,Yuruti,ruhlen,
djr,Djaru,ruhlen,
mlm,Mrabri,ruhlen,
trb,Teribe,ruhlen,
drm,Darmiya,ruhlen,
war,Pakaasnovos,ruhlen,
ene,Enets,ruhlen,
cac,Cacua,ruhlen,
kos,Kosraean,ruhlen,
kta,Koita,ruhlen,
nai,Gold,ruhlen,
iqu,Iquito,ruhlen,
gdb,Gutob,ruhlen,
tgb,Tagbanwa,ruhlen,
tpi,Tok Pisin,ruhlen,
mrh,Marithiyel,ruhlen,
mgi,Magi,ruhlen,
gpz,German,ruhlen,
gba,German,ruhlen,
gbl,German,ruhlen,
gbe,German,ruhlen,
gha,German,ruhlen,
gma,German,ruhlen,
gos,German,ruhlen,
grp,German,ruhlen,
gth,German,ruhlen,
gti,German,ruhlen,
gau,German,ruhlen,
gwe,German,ruhlen,
gzu,German,ruhlen,
gvi,German,ruhlen,
gtg,German,ruhlen,
ger,German,ruhlen,
mee,Me'en,ruhlen,
cvc,Chavacano,ruhlen,
pui,Puinave,ruhlen,
bnl,Banggarla,ruhlen,
leb,Beo,ruhlen,
tun,Tunica,ruhlen,
sgu,Sangu,ruhlen,
ktn,Ketengban,ruhlen,
mpy,Mapoyo,ruhlen,
knq,Roper River Creole,ruhlen,
sml,Semelai,ruhlen,
abo,Arbore,ruhlen,
nyi,Nyimang,ruhlen,
nag,Nagatman,ruhlen,
guh,Guhu-Semane,ruhlen,
deu,Chutiya,ruhlen,
per,Pero,ruhlen,
gno,Guanano,ruhlen,
chb,Chambri,ruhlen,
bos,Serbo-Croatian,ruhlen,
scr,Serbo-Croatian,ruhlen,
mul,Mulao,ruhlen,
kky,Kankanay (Central),ruhlen,
grg,Guragone,ruhlen,
mla,Mambila,ruhlen,
mbo,Monumbo,ruhlen,
chu,Chulupi,ruhlen,
cum,Nchumburu,ruhlen,
myn,Ma'anyan,ruhlen,
nym,Nyamwezi,ruhlen,
bis,Bisa,ruhlen,
kna,Karitiana,ruhlen,
tim,Timugon,ruhlen,
kyr,Yuri,ruhlen,
brc,Borunca,ruhlen,
snd,Senari,ruhlen,
liv,Livonian,ruhlen,
ptw,Patwin,ruhlen,
cak,Cakchiquel,ruhlen,
nim,Nimboran,ruhlen,
krj,Garadyari,ruhlen,
wlw,Warluwara,ruhlen,
aba,Abau,ruhlen,
bau,Bau,ruhlen,
sen,Sena,ruhlen,
bad,Bade,ruhlen,
chs,Siyin,ruhlen,
mlc,Malacca Creole,ruhlen,
rnn,Rennellese,ruhlen,
lav,Lavukaleve,ruhlen,
mii,Tama,ruhlen,
tma,Tama,ruhlen,
hcr,Western Caribbean Creole,ruhlen,
mce,Western Caribbean Creole,ruhlen,
bou,Wargla,ruhlen,
ace,Achinese,ruhlen,
ifm,Central Teke,ruhlen,
akn,Akan,ruhlen,
kit,Kitsai,ruhlen,
wah,Wahgi,ruhlen,
sto,Dakota,ruhlen,
dak,Dakota,ruhlen,
wem,Wemba Wemba,ruhlen,
hmo,Miao,ruhlen,
hmd,Miao,ruhlen,
gel,Gela,ruhlen,
mll,Molale,ruhlen,
pap,Papiamento,ruhlen,
yyg,Yaygir,ruhlen,
kro,Krongo,ruhlen,
ceb,Cebuano,ruhlen,
aro,Arosi,ruhlen,
ctw,Catawba,ruhlen,
gon,Gondi,ruhlen,
ham,Hamtai,ruhlen,
agh,Aghem,ruhlen,
pla,Playero,ruhlen,
nnc,Nicobarese,ruhlen,
nca,Nicobarese,ruhlen,
nic,Nicobarese,ruhlen,
kol,Kolami,ruhlen,
ptp,Patpatar,ruhlen,
bry,Baruya,ruhlen,
rit,Ritharngu,ruhlen,
axv,Axvax,ruhlen,
vie,Vietnamese,ruhlen,
kng,Kaingang,ruhlen,
una,Goliath,ruhlen,
mrl,Murle,ruhlen,
ond,Oneida,ruhlen,
gul,Gula,ruhlen,
pte,Vuite,ruhlen,
nbb,Nambas (Big),ruhlen,
yki,Yuki,ruhlen,
ann,Enindhilyagwa,ruhlen,
khm,Cambodian,ruhlen,
ker,Kera,ruhlen,
ytu,Yukaghir,ruhlen,
yko,Yukaghir,ruhlen,
nyh,Nyiha,ruhlen,
hve,Huave,ruhlen,
pod,Paduko,ruhlen,
mne,Maidu (Mountain),ruhlen,
thp,Thaypan,ruhlen,
was,Washo,ruhlen,
uma,Pipikoro,ruhlen,
kul,Ometo,ruhlen,
gam,Ometo,ruhlen,
wly,Ometo,ruhlen,
pkt,Pakot,ruhlen,
bnt,Bantik,ruhlen,
itn,Italian,ruhlen,
itu,Italian,ruhlen,
ifi,Italian,ruhlen,
itb,Italian,ruhlen,
itg,Italian,ruhlen,
ita,Italian,ruhlen,
maj,Majang,ruhlen,
akb,Aka-Bea,ruhlen,
tno,Tondano,ruhlen,
kws,Kawaiisu,ruhlen,
lak,Lak,ruhlen,
btk,Bontok (Central),ruhlen,
amc,Amahuaca,ruhlen,
khm,Khmer,ruhlen,
uzn,Uzbek,ruhlen,
uzb,Uzbek,ruhlen,
ana,Araona,ruhlen,
ige,Igede,ruhlen,
yyo,Yotayota,ruhlen,
rti,Roti,ruhlen,
tpc,Tepecano,ruhlen,
cuc,Cuica,ruhlen,
gto,Guato,ruhlen,
ket,Ket,ruhlen,
chd,Chaudangsi,ruhlen,
bgg,Banggai,ruhlen,
yna,Naukan,ruhlen,
tbw,Taabwa,ruhlen,
yok,Yokutsan,ruhlen,
dah,Dahalo,ruhlen,
knd,Kannada,ruhlen,
mbm,Mbum,ruhlen,
crq,Carrier,ruhlen,
gfr,French Creole,ruhlen,
sey,French Creole,ruhlen,
lcr,French Creole,ruhlen,
mqc,French Creole,ruhlen,
buu,Buru,ruhlen,
alc,Allentiac,ruhlen,
urd,Urdu,ruhlen,
nyk,Tukpa,ruhlen,
yam,Yaminahua,ruhlen,
mna,Muna,ruhlen,
bjs,Sama (South),ruhlen,
mns,Mansi,ruhlen,
lux,Luxembourgeois,ruhlen,
cui,Cuiba,ruhlen,
orm,Ormuri,ruhlen,
apt,Apatani,ruhlen,
ptt,Chamba,ruhlen,
sle,Chamba,ruhlen,
mca,Maca,ruhlen,
krk,Karok,ruhlen,
bmz,Mzab,ruhlen,
hem,Hemba,ruhlen,
tel,Telugu,ruhlen,
sui,Sui,ruhlen,
mjk,Manjaku,ruhlen,
chj,Chuj,ruhlen,
fef,Fe'fe,ruhlen,
wrp,Waropen,ruhlen,
abw,Abenaki (Western),ruhlen,
aho,Arapaho,ruhlen,
jng,Jingphaw,ruhlen,
ldu,Balendru,ruhlen,
nti,Balendru,ruhlen,
kan,Kana,ruhlen,
kll,Kaluli,ruhlen,
ido,Idoma,ruhlen,
uli,Ulithian,ruhlen,
hba,Hebrew,ruhlen,
heb,Hebrew,ruhlen,
mlk,Malakmalak,ruhlen,
rad,Rhade,ruhlen,
dgo,Dongo,ruhlen,
mae,Mae,ruhlen,
nse,Senga,ruhlen,
leg,Lega,ruhlen,
klg,Kulung (Tibeto-Burman),ruhlen,
kmh,Kham,ruhlen,
qia,Ch'iang,ruhlen,
mzh,Mazatec,ruhlen,
mzc,Mazatec,ruhlen,
ixc,Ixcatec,ruhlen,
hau,Hausa,ruhlen,
den,Deni,ruhlen,
wma,West Makian,ruhlen,
skp,Selkup,ruhlen,
ykn,Yakan,ruhlen,
ksg,Sgaw,ruhlen,
prd,Parji,ruhlen,
ape,Safeyoka,ruhlen,
bkn,Lue,ruhlen,
glc,Galician,ruhlen,
cor,Cora,ruhlen,
pkn,Baagandji,ruhlen,
mdg,Mundang,ruhlen,
klq,Kalam,ruhlen,
iat,Iatmul,ruhlen,
srn,Siriono,ruhlen,
thn,Thami,ruhlen,
kwk,Kwakwala,ruhlen,
rej,Rejang,ruhlen,
dbr,Dutch,ruhlen,
dli,Dutch,ruhlen,
duz,Dutch,ruhlen,
dut,Dutch,ruhlen,
wwr,Wuywurrung,ruhlen,
kba,Kamba,ruhlen,
cpa,Pajonal,ruhlen,
cnl,Canela,ruhlen,
ckr,Canela,ruhlen,
abd,Abiji,ruhlen,
adk,Andoke,ruhlen,
aja,Aja,ruhlen,
vot,Votic,ruhlen,
alx,Alas,ruhlen,
beb,Benabena,ruhlen,
mum,Mumuye,ruhlen,
wau,Waunana,ruhlen,
men,Menominee,ruhlen,
dre,Dehu,ruhlen,
mog,Moghol,ruhlen,
kuo,Panaras,ruhlen,
gad,Gade,ruhlen,
nam,Namie,ruhlen,
ese,Ese'ejja,ruhlen,
iql,Canadian Inuit,ruhlen,
ins,Canadian Inuit,ruhlen,
kpa,Kpan,ruhlen,
aik,Huari,ruhlen,
cml,Kiranti,ruhlen,
bro,Torres Strait Creole,ruhlen,
mgk,Mungaka,ruhlen,
nsn,Maidu (Southern),ruhlen,
mnu,Mien,ruhlen,
mie,Mien,ruhlen,
saw,Savu,ruhlen,
sou,"Sorbian, Upper",ruhlen,
xav,Chavante,ruhlen,
dji,Djingili,ruhlen,
nyu,Nyulnyul,ruhlen,
nke,Nkem,ruhlen,
kls,Kalispel,ruhlen,
kbr,Kayan (Baram),ruhlen,
tus,Tuscarora,ruhlen,
dum,Vanimo,ruhlen,
yav,Yavapai,ruhlen,
sap,Sapuan,ruhlen,
khr,Kharia,ruhlen,
rom,Rumanian,ruhlen,
ngj,Ngadjunmaya,ruhlen,
yem,Dschang,ruhlen,
gdf,Guduf,ruhlen,
ssh,Boro (Omotic),ruhlen,
cmk,Chemakum,ruhlen,
tny,Karaboro,ruhlen,
klt,Kelabit,ruhlen,
wlf,Wolof,ruhlen,
gim,Bencho,ruhlen,
hop,Hopi,ruhlen,
sia,Siane,ruhlen,
ses,Sotho (Southern),ruhlen,
nom,Nomatsiguenga,ruhlen,
tty,Tatuyo,ruhlen,
ulc,Olcha,ruhlen,
kin,Rwanda,ruhlen,
ara,Arawak,ruhlen,
lrk,Wakasihu,ruhlen,
mmn,Mamanwa,ruhlen,
jiv,Shuar,ruhlen,
mui,Muinane,ruhlen,
laf,Tegem,ruhlen,
orh,Oromo,ruhlen,
orw,Oromo,ruhlen,
orb,Oromo,ruhlen,
owc,Oromo,ruhlen,
bod,Bodo,ruhlen,
aeg,Arabic (Eastern),ruhlen,
arg,Arabic (Eastern),ruhlen,
arq,Arabic (Eastern),ruhlen,
arl,Arabic (Eastern),ruhlen,
ako,Arabic (Eastern),ruhlen,
ars,Arabic (Eastern),ruhlen,
abh,Arabic (Eastern),ruhlen,
apa,Arabic (Eastern),ruhlen,
arh,Arabic (Eastern),ruhlen,
arv,Arabic (Eastern),ruhlen,
asy,Arabic (Eastern),ruhlen,
abe,Arabic (Eastern),ruhlen,
anl,Arabic (Eastern),ruhlen,
blg,Balangaw,ruhlen,
ite,Kamchadal,ruhlen,
gwo,Katab,ruhlen,
tli,Tlingit,ruhlen,
naf,Nafana,ruhlen,
uri,Urim,ruhlen,
ynm,Yanomami,ruhlen,
eka,Ekagi,ruhlen,
sdw,Sandawe,ruhlen,
occ,Provençal,ruhlen,
pro,Provençal,ruhlen,
gho,Ghotuo,ruhlen,
luv,Lwena,ruhlen,
mbb,Mbabaram,ruhlen,
dng,Di,ruhlen,
bej,Beja,ruhlen,
xun,!Kung,ruhlen,
aln,Alune,ruhlen,
bmn,Bamun,ruhlen,
bng,Baining,ruhlen,
mli,Baining,ruhlen,
iha,Iha,ruhlen,
wn,Wik-Ngathana,ruhlen,
ddf,Lagawa,ruhlen,
eno,Enggano,ruhlen,
ygn,Yaghnobi,ruhlen,
lew,Lewo,ruhlen,
mch,Machiguenga,ruhlen,
mbg,Mbugu,ruhlen,
gjj,Guajajara,ruhlen,
foe,Foe,ruhlen,
bpa,Bura,ruhlen,
au,Au,ruhlen,
ala,Alamblak,ruhlen,
dnw,Dangla,ruhlen,
amb,Abelam,ruhlen,
lad,Western Tibetan,ruhlen,
cai,Suri,ruhlen,
trm,Suri,ruhlen,
mni,Moni,ruhlen,
tbo,Tboli,ruhlen,
sak,Sakao,ruhlen,
ydl,Yiddish,ruhlen,
ydb,Yiddish,ruhlen,
ylt,Yiddish,ruhlen,
ydd,Yiddish,ruhlen,
nas,Nasioi,ruhlen,
lud,Lundayeh,ruhlen,
csh,Cashinahua,ruhlen,
tac,Tacana,ruhlen,
kuq,Kumyk,ruhlen,
gbc,Crioulo,ruhlen,
bri,Bribri,ruhlen,
kao,Karaw,ruhlen,
mus,Mussau,ruhlen,
lum,Straits (Northern),ruhlen,
sch,Straits (Northern),ruhlen,
soo,Straits (Northern),ruhlen,
sgs,Straits (Northern),ruhlen,
sss,Straits (Northern),ruhlen,
sst,Straits (Northern),ruhlen,
pmc,Pomo (Central),ruhlen,
yao,Yao,ruhlen,
oto,Chiwere,ruhlen,
crl,Carolinian,ruhlen,
pul,Carolinian,ruhlen,
bim,Bima,ruhlen,
jav,Javanese,ruhlen,
bab,Babungo,ruhlen,
udi,Udi,ruhlen,
umb,Mundu (South),ruhlen,
kgm,Kagoma,ruhlen,
ibn,Ibanag,ruhlen,
kty,Xanty,ruhlen,
npu,Napu,ruhlen,
anu,Chakosi,ruhlen,
col,Chol,ruhlen,
eve,Evenki,ruhlen,
bln,Bilin,ruhlen,
acg,Achagua,ruhlen,
kew,Kewa,ruhlen,
bug,Bugis,ruhlen,
tsa,Tsaxur,ruhlen,
kmi,Kami,ruhlen,
ito,Itonama,ruhlen,
kda,Konda,ruhlen,
mtb,Matumbi,ruhlen,
mkz,Makaa,ruhlen,
mik,Mikir,ruhlen,
mey,Menya,ruhlen,
dol,Dolgan,ruhlen,
brb,Bariba,ruhlen,
arc,Archi,ruhlen,
bid,Bidiyo,ruhlen,
cmn,Comanche,ruhlen,
sus,Susu,ruhlen,
ngm,Gambai,ruhlen,
txj,Totonac,ruhlen,
tpa,Totonac,ruhlen,
tot,Totonac,ruhlen,
tos,Totonac,ruhlen,
hzb,Hunzib,ruhlen,
nug,Nunggubuyu,ruhlen,
kth,Kutchin,ruhlen,
ndj,Ndjébbana,ruhlen,
rap,Rapanui,ruhlen,
tok,Tarok,ruhlen,
wlo,Wolio,ruhlen,
lmp,Lampung,ruhlen,
pae,Paez,ruhlen,
kkt,Kokota,ruhlen,
bra,Brao,ruhlen,
kaa,Arara (Tupi),ruhlen,
ami,Ami,ruhlen,
ked,Kedang,ruhlen,
tut,Tutchone (Northern),ruhlen,
glp,Dhangu,ruhlen,
zpr,Zaparo,ruhlen,
tte,Tutelo,ruhlen,
dgr,Dagur,ruhlen,
mei,Meithei,ruhlen,
dat,Datooga,ruhlen,
mge,Mnong (Eastern),ruhlen,
iql,Inuit of Quebec,routledge,
dut,Netherlandic,routledge,
dbr,Netherlandic,routledge,
dli,Netherlandic,routledge,
duz,Netherlandic,routledge,
hia,Hianakoto,routledge,
yct,Yukateko Proper,routledge,
muh,Muxir,routledge,
meb,Malay (Jakarta),routledge,
shy,East Yugur,routledge,
ldo,Oroko (West),routledge,
gjj,Tenetehara,routledge,
kiq,Kalmyk,routledge,
kby,Kabre,routledge,
cas,Kashibo,routledge,
qta,Quechua (Junín-Lima),routledge,
coc,Kokama-Kokamilya,routledge,
kmn,Chimbu,routledge,
gln,Chimbu,routledge,
tba,Chimbu,routledge,
bbu,Baramba,routledge,
gbb,Gbeya,routledge,
bbf,Bobo,routledge,
sud,Sud-Est,routledge,
nup,Nupe (Central),routledge,
xav,Shavante,routledge,
lal,Lalaw,routledge,
toz,Tonga,routledge,
mwc,Gamti,routledge,
kmj,Karamojong,routledge,
sst,Northern Straits,routledge,
fye,Fyam,routledge,
bgl,Bokotá,routledge,
wwr,Wuywurrung,routledge,
cak,Kaqchikel,routledge,
cwe,Columbia,routledge,
mbm,Mbum (East),routledge,
cuc,Timote-Kuika,routledge,
gir,Iro Gula,routledge,
msg,Miri,routledge,
hhu,Kwasengen,routledge,
uku,Kolchan,routledge,
abh,Bahrayn,routledge,
mbz,Mbe,routledge,
kin,Rwanda,routledge,
tec,Teko,routledge,
mku,Maranunggu,routledge,
tuc,Tukano,routledge,
ngy,Ngarinman,routledge,
bnr,Ngarinman,routledge,
usr,Auyana,routledge,
kiu,Kui,routledge,
kui,Kui,routledge,
mtb,Matumbi,routledge,
cga,Chag(g)a,routledge,
jah,Jehai,routledge,
kak,Kamano,routledge,
isa,Krisa,routledge,
mer,Miriam,routledge,
ite,Kamchadal,routledge,
kar,Fer,routledge,
mcs,Eastern Division,routledge,
mss,Eastern Division,routledge,
mwn,Eastern Division,routledge,
mwp,Eastern Division,routledge,
kty,Khanty (Ostyak),routledge,
kbl,Kabylia,routledge,
ccm,Chinanteko,routledge,
chq,Chinanteko,routledge,
cle,Chinanteko,routledge,
cpl,Chinanteko,routledge,
csc,Chinanteko,routledge,
csf,Chinanteko,routledge,
cte,Chinanteko,routledge,
moj,Mohave,routledge,
ndu,Mbere,routledge,
spc,Spanish,routledge,
ast,Spanish,routledge,
zay,Zayse-Zergulla,routledge,
psj,Eastern Popoloka,routledge,
arv,Negev Bedouin,routledge,
baw,Chin (Central),routledge,
lai,Chin (Central),routledge,
igs,Gaam,routledge,
bmb,Moba,routledge,
juk,Takum,routledge,
mah,Mari,routledge,
pop,Popoloka,routledge,
psv,Popoloka,routledge,
ngt,Tangkhul,routledge,
tug,Tamasheq,routledge,
tai,Tamasheq,routledge,
atm,Kunsa,routledge,
kie,Giri,routledge,
ckh,Maringe,routledge,
xas,Xasonke,routledge,
git,Nass-Gitksan,routledge,
tor,Ratahan,routledge,
tny,Karaboro,routledge,
tbs,Tabasaran,routledge,
tap,Gapun,routledge,
ape,Safayoka (Ampale),routledge,
mot,Siwai,routledge,
tbl,Tanahmerah,routledge,
swt,Swazi (Swati),routledge,
cqt,Chikitano,routledge,
kmu,Khmu,routledge,
sng,Sinagoro,routledge,
cum,Chumburung (Yeji),routledge,
kxo,Khoe,routledge,
brs,Makuna-Erulia,routledge,
mcn,Makuna-Erulia,routledge,
pae,Paes,routledge,
wrm,Warenbori,routledge,
tns,Tanna (South-west),routledge,
xia,Min (Southern),routledge,
zai,Sapoteko,routledge,
zaj,Sapoteko,routledge,
zam,Sapoteko,routledge,
zap,Sapoteko,routledge,
zaq,Sapoteko,routledge,
zsq,Sapoteko,routledge,
zya,Sapoteko,routledge,
zzo,Sapoteko,routledge,
yli,Ngalik,routledge,
tic,Tikuna,routledge,
kod,Kodagu/Coorg,routledge,
bku,Mokpwe,routledge,
ayw,Äiwo,routledge,
ngj,Ngadjunmaya,routledge,
cch,Chocho Proper,routledge,
lkk,Lajia,routledge,
mne,Maidu,routledge,
tmi,Tatar,routledge,
ttb,Tatar,routledge,
ilo,Ilokano,routledge,
jem,Towa (Jemez),routledge,
luv,Lwena (Luvale),routledge,
new,Newari,routledge,
nwd,Newari,routledge,
hat,Hattam,routledge,
ttu,Bats,routledge,
wya,Huron,routledge,
nyg,Ik,routledge,
eko,Koti,routledge,
nen,Nenets (Yurak Samoyed),routledge,
ntu,Nenets (Yurak Samoyed),routledge,
jlu,Lwo,routledge,
dug,Dullay,routledge,
mie,Yao,routledge,
yao,Yao,routledge,
mnu,Yao,routledge,
ssh,Bworo,routledge,
bqb,Basque,routledge,
bqg,Basque,routledge,
bqh,Basque,routledge,
bqi,Basque,routledge,
bql,Basque,routledge,
bqn,Basque,routledge,
bqo,Basque,routledge,
bqr,Basque,routledge,
bqs,Basque,routledge,
bqz,Basque,routledge,
bso,Basque,routledge,
kje,Korewahe,routledge,
fio,Kongo,routledge,
mrh,Maridhiyel,routledge,
yem,Dschang,routledge,
yam,Yaminawa,routledge,
ddf,Nyala,routledge,
amb,Abelam,routledge,
kel,Gele (Ere-Lele-Gele-Kuruti),routledge,
sre,Koho,routledge,
mle,Male,routledge,
tzs,Tzotzil,routledge,
tzz,Tzotzil,routledge,
dni,Dani (Grand Valley),routledge,
ski,Kola Saame,routledge,
arr,Arranda (Western),routledge,
awe,Arranda (Western),routledge,
kgu,Galgadungu,routledge,
mbm,Mbum (West),routledge,
zhn,Buyi,routledge,
wll,Uvea (East),routledge,
gwo,Katab,routledge,
kyg,Upper Kenyang,routledge,
inu,Bering Strait,routledge,
fij,Nadroga,routledge,
cac,Kakua,routledge,
aco,Keresan (Western),routledge,
ykp,Yukpa-Japería,routledge,
udm,Udmurt (Votyak),routledge,
muo,Muong (plus diacritics),routledge,
cor,Kora,routledge,
amz,Amusgo,routledge,
hmd,Miao,routledge,
hmo,Miao,routledge,
cpw,Chippewa,routledge,
baj,Sama Bajau,routledge,
mda,Ma'da,routledge,
mei,Manipuri,routledge,
krb,Gilbertese,routledge,
tpi,New Guinea Pidgin,routledge,
mma,Mandaic,routledge,
phl,Pho (Pwo),routledge,
saw,Savu,routledge,
mof,Mofu (South),routledge,
beg,Ida'an,routledge,
mti,Barí (Chibchan),routledge,
boj,Adi,routledge,
boq,Adi,routledge,
gal,Adi,routledge,
mil,Adi,routledge,
wwy,Sorsogon (Waray),routledge,
xun,!Khung,routledge,
lur,Bakhtiari,routledge,
mco,Mije,routledge,
mtp,Mije,routledge,
mth,Mije,routledge,
nkb,Dalabon,routledge,
eka,Ekagi,routledge,
eml,Mbaloh,routledge,
mgg,Monguor (Minhe),routledge,
iir,Indonesian,routledge,
dhb,Darambal,routledge,
lla,Lama-Lama,routledge,
gmw,Gumasi (Domdom),routledge,
grr,Garawa,routledge,
tou,Tusyang,routledge,
qch,Kiché,routledge,
mlk,Malagmalag,routledge,
trd,Sa'dan,routledge,
uzn,Uzbek,routledge,
rmb,Rembarrnga,routledge,
dda,Dhuwal,routledge,
djp,Dhuwal,routledge,
wn,Wik-Ngathàna,routledge,
nam,Namie,routledge,
abk,Abxaz,routledge,
dad,"Dadibi (Daribi, Mikaru)",routledge,
juh,Zhu-/Hoa (Si),routledge,
mhm,Besisi,routledge,
nkk,Nakarra,routledge,
grw,Greenland Eskimo (West),routledge,
tst,Huihui,routledge,
poa,Fûai,routledge,
kch,Songhai,routledge,
kse,Songhai,routledge,
mut,Costanoan,routledge,
cut,Kwitlateko,routledge,
mya,Maya,routledge,
tab,Makian (East),routledge,
smt,Umatilla,routledge,
cof,Kofán,routledge,
cuu,Trukese,routledge,
cam,Kamsá,routledge,
tye,Dyeraidy,routledge,
tps,Tepahue (Southeastern),routledge,
oto,Otoe,routledge,
mlg,Wandala,routledge,
ojm,Ojibwa (South-western),routledge,
far,Faeroese,routledge,
scs,Lapp (Southern),routledge,
dca,Casiguran Dumagat,routledge,
kpw,Pwo,routledge,
adi,Ajukru,routledge,
fea,"Frisian, East",routledge,
pia,Piaroa-Mako,routledge,
jun,Juang (in India),routledge,
pkn,Baagandji (Southern),routledge,
yei,Yey,routledge,
ses,Sotho (South),routledge,
all,Nara,routledge,
nar,Nara,routledge,
xok,Shokleng,routledge,
mgd,Bola'ang-Mongodow,routledge,
ore,Koto,routledge,
nbd,Dongolawi,routledge,
nku,Dongolawi,routledge,
qaf,Afar,routledge,
bsm,Bichelamar,routledge,
kss,Kisi,routledge,
wch,Matako,routledge,
edo,Beami,routledge,
gir,Kulaal,routledge,
die,Diegueno,routledge,
tja,Diegueno,routledge,
sea,South-East Ambrym,routledge,
ako,Cypriot Arabic Kormakiti,routledge,
els,Morwap,routledge,
rad,Rhade,routledge,
cht,Chatino,routledge,
cso,Chatino,routledge,
ctt,Chatino,routledge,
cya,Chatino,routledge,
ori,Tegali,routledge,
ras,Tegali,routledge,
big,Yulu-Binga dialects,routledge,
bgr,Furu,routledge,
acu,Hívaro,routledge,
avo,Avukaya,routledge,
myr,Majoruna-Matsés,routledge,
pem,Pemong,routledge,
sgb,Mantion,routledge,
ill,Miami,routledge,
kwe,Qanjobal,routledge,
maw,Maninka,routledge,
ctc,Kwikateko,routledge,
stn,Sotho (North),routledge,
wat,Wadjari,routledge,
yaw,Yava,routledge,
yaq,Cahita,routledge,
bmn,Bamun (Shupamon),routledge,
kwk,Kwakiutl,routledge,
trm,Tirma,routledge,
cai,Tirma,routledge,
lga,Ongtong Java,routledge,
mds,Manado Malay,routledge,
gau,German,routledge,
gba,German,routledge,
gbe,German,routledge,
gbl,German,routledge,
gha,German,routledge,
gma,German,routledge,
gos,German,routledge,
gpz,German,routledge,
grp,German,routledge,
gtg,German,routledge,
gth,German,routledge,
gti,German,routledge,
gvi,German,routledge,
gwe,German,routledge,
gzu,German,routledge,
lux,German,routledge,
jng,Jingphaw,routledge,
dat,Datoga,routledge,
tmm,Malo,routledge,
def,Defaka-Nkooro,routledge,
ocu,Matlatzinka,routledge,
bkt,Shina,routledge,
dmk,Shina,routledge,
sav,Shina,routledge,
crl,Saipan Carolinian,routledge,
psm,Passamaquoddy,routledge,
ald,Aladian,routledge,
bnq,Ben (Gan),routledge,
prc,Paresi,routledge,
bto,Toba Batak,routledge,
klk,Kuo,routledge,
oku,Kuo,routledge,
akm,Arakanese,routledge,
nsg,Nishga,routledge,
cay,Kayapa,routledge,
ano,Anung,routledge,
rsc,Rhaeto-Romance,routledge,
rsm,Rhaeto-Romance,routledge,
rsu,Rhaeto-Romance,routledge,
rmc,Rhaeto-Romance,routledge,
gmt,Dhuwala,routledge,
kil,Luba Shaba,routledge,
leb,Angba,routledge,
gae,Gaelic,routledge,
sor,Savara,routledge,
ngk,Ngenkikurrunggur,routledge,
ngg,Ngenkikurrunggur,routledge,
kpe,Kpel(l)e,routledge,
tib,Tibetan,routledge,
jad,Tibetan,routledge,
tis,Tibetan,routledge,
tmo,Tibetan,routledge,
tod,Tibetan,routledge,
niu,Niue,routledge,
cho,Chontal,routledge,
