id,name,gbs_id
Teferra-1991,Teferra 1991,
Teferra-and-Unseth-1989,Teferra and Unseth 1989,
Tekin-1968,Tekin 1968,
Tempski-1986,Tempski 1986,
Tenenbaum-1975,Tenenbaum 1975,
Tenenbaum-1978,Tenenbaum 1978,
Tenishev-1997a,Tenishev 1997a,
Tenishev-1997b,Tenishev 1997b,
Tenishev-1997c,Tenishev 1997c,
Tenishev-1997d,Tenishev 1997d,
Tepljashina-1966,Tepljashina 1966,
Tepljashina-and-Lytkin-1976,Tepljashina and Lytkin 1976,
Tereshchenko-1956,Tereshchenko 1956,
Tereshchenko-1966a,Tereshchenko 1966a,
Tereshchenko-1966b,Tereshchenko 1966b,
Tereshchenko-1966c,Tereshchenko 1966c,
Tereshchenko-1966d,Tereshchenko 1966d,
Tereshchenko-1973,Tereshchenko 1973,
Tereshchenko-1979,Tereshchenko 1979,
Tereshkin-1966,Tereshkin 1966,
Ternes-1970,Ternes 1970,
Ternes-1992,Ternes 1992,y3kIq1DYAkMC
Ternes-and-Vladimirova-Buhtz-1999,Ternes and Vladimirova-Buhtz 1999,
Terrill-1993,Terrill 1993,
Terrill-1997,Terrill 1997,
Terrill-1998,Terrill 1998,
Terrill-1999,Terrill 1999,
Terrill-2001a,Terrill 2001a,
Terrill-2001b,Terrill 2001b,
Terrill-2002,Terrill 2002,
Terrill-2004,Terrill 2004,FxkobNpxQhwC
Tersis-1967,Tersis 1967,
Tersis-1972,Tersis 1972,
Teselkin-and-Alieva-1960,Teselkin and Alieva 1960,
Tessmann-1929,Tessmann 1929,
Testen-1997,Testen 1997,
Tewolde-2001,Tewolde 2001,
Thaeler-and-Thaeler-nd,Thaeler and Thaeler n.d.,
Tharp-1996,Tharp 1996,
Tharp-and-Natividad-1976,Tharp and Natividad 1976,
Thayer-1978,Thayer 1978,
Thayer-and-Thayer-1971,Thayer and Thayer 1971,
Thelwall-1981,Thelwall 1981,
Thelwall-1983,Thelwall 1983,
Thiesen-1996,Thiesen 1996,
Thimbwat-et-al-1979,Thimbwat et al. 1979,
Thomas-1963,Thomas 1963,
Thomas-1966,Thomas 1966,
Thomas-1967,Thomas 1967,c7CYrha8_MAC
Thomas-1971,Thomas 1971,
Thomas-1974,Thomas 1974,
Thomas-1978,Thomas 1978,
Thomas-1992a,Thomas 1992a,y3kIq1DYAkMC
Thomas-1992b,Thomas 1992b,y3kIq1DYAkMC
Thomas-and-Luc-1966,Thomas and Luc 1966,
Thomason-and-Everett-1993,Thomason and Everett 1993,
Thompson-1965,Thompson 1965,
Thompson-1976a,Thompson 1976a,
Thompson-1976b,Thompson 1976b,
Thompson-1983,Thompson 1983,
Thompson-1984-1985,Thompson 1984-1985,
Thompson-1987,Thompson 1987,XN7SHNeZ_ksC
Thompson-1988,Thompson 1988,
Thompson-1989a,Thompson 1989a,
Thompson-1989b,Thompson 1989b,
Thompson-1991,Thompson 1991,XN7SHNeZ_ksC
Thompson-and-Thompson-1966,Thompson and Thompson 1966,
Thompson-and-Thompson-1971,Thompson and Thompson 1971,
Thompson-and-Thompson-1980,Thompson and Thompson 1980,
Thompson-and-Thompson-1992,Thompson and Thompson 1992,
Thompson-and-Thompson-1996,Thompson and Thompson 1996,
Thompson-et-al-1974,Thompson et al. 1974,
Thompson-et-al-1996,Thompson et al. 1996,
Thomsen-1984,Thomsen 1984,
Thomson-1975a,Thomson 1975a,
Thomson-1975b,Thomson 1975b,
Thomson-1992,Thomson 1992,y3kIq1DYAkMC
Thomson-and-Stout-1974a,Thomson and Stout 1974a,
Thomson-and-Stout-1974b,Thomson and Stout 1974b,
Thongkum-1979,Thongkum 1979,
Thongkum-1982,Thongkum 1982,
Thongkum-1984,Thongkum 1984,
Thorne-1993,Thorne 1993,
Thornell-1997,Thornell 1997,
Thrainsson-1994,Thráinsson 1994,rp0hYcAjlIoC
Thurgood-1986,Thurgood 1986,
Thurman-1970,Thurman 1970,
Thurston-1982,Thurston 1982,
Thurston-1994,Thurston 1994,xOlI8czLshIC
Thurston-1996,Thurston 1996,
Tian-et-al-1986,Tian et al. 1986,
Tickoo-1990,Tickoo 1990,
Tiersma-1985,Tiersma 1985,
Tiffou-and-Pesot-1989,Tiffou and Pesot 1989,
Tikhomirova-1978,Tikhomirova 1978,
Tikkanen-1991,Tikkanen 1991,
Timm-1991,Timm 1991,
Timofeeva-1961,Timofeeva 1961,
Tischhauser-1992,Tischhauser 1992,
Tisserant-1930,Tisserant 1930,
Titov-1991,Titov 1991,
Titrud-1978,Titrud 1978,
Toba-1984,Toba 1984,
Toba-and-Toba-1975,Toba and Toba 1975,
Tobar-1989,Tobar 1989,
Todaeva-1968,Todaeva 1968,
Todaeva-1973,Todaeva 1973,
Todaeva-1986,Todaeva 1986,
Todaeva-1997a,Todaeva 1997a,
Todaeva-1997b,Todaeva 1997b,
Todaeva-1997c,Todaeva 1997c,
Todaeva-1997d,Todaeva 1997d,
Todd-1970,Todd 1970,
Todd-1975,Todd 1975,
Todd-1978,Todd 1978,
Todd-1985,Todd 1985,
Tokarskaja-1964,Tokarskaja 1964,
Toland-and-Toland-1991,Toland and Toland 1991,
Tolsma-1999,Tolsma 1999,
Tomiche-1964,Tomiche 1964,
Tompa-1968,Tompa 1968,
Tonelli-1926,Tonelli 1926,
Toporova-1973,Toporova 1973,
Topping-1973,Topping 1973,iUQle0R4Y3sC
Topping-1980a,Topping 1980a,iUQle0R4Y3sC
Topping-1980b,Topping 1980b,jq61HMHz9AgC
Topping-et-al-1975,Topping et al. 1975,fu2Au0dreyYC
Torikashvili-1992,Torikashvili 1992,
Torrend-1900,Torrend 1900,
Tosco-1991,Tosco 1991,
Tosco-1997,Tosco 1997,
Tosco-2001,Tosco 2001,
Tourneaux-1978,Tourneaux 1978,
Tourneux-et-al-1986,Tourneux et al. 1986,O079YifWNG4C
Tovar-1981,Tovar 1981,
Toweett-1979,Toweett 1979,
Townsend-1926,Townsend 1926,
Townsend-1961,Townsend 1961,
Tozzer-1921,Tozzer 1921,
Tracy-1972,Tracy 1972,
Tracy-and-Tracy-1973,Tracy and Tracy 1973,
Trager-1946,Trager 1946,
Trager-1971,Trager 1971,
Trail-1970,Trail 1970,
Traill-1985,Traill 1985,
Traill-1994,Traill 1994,
Trammell-1971,Trammell 1971,
Traore-1978,Traore 1978,
Trask-1995,Trask 1995,
Trask-1997,Trask 1997,OiemTo_t5r8C
Trask-2001,Trask 2001,
Traupman-1966,Traupman 1966,
Trebilco-et-al-1974,Trebilco et al. 1974,
Trefry-1969,Trefry 1969,
Trefry-1971,Trefry 1971,
Trefry-1972,Trefry 1972,
Trefry-and-Trefry-1967,Trefry and Trefry 1967,
Tregear-and-Smith-1907,Tregear and Smith 1907,
Trenga-1947,Trenga 1947,
Trifkovic-1969,Trifkovic 1969,
Trillos-Amaya-1999a,Trillos Amaya 1999a,
Tripp-1995,Tripp 1995,
Trithart-1977,Trithart 1977,
Triulzi-et-al-1976a,Triulzi et al. 1976a,
Triulzi-et-al-1976b,Triulzi et al. 1976b,
Trivedi-1991,Trivedi 1991,
Trnka-1992,Trnka 1992,erOnQa-YtBkC
Troike-1967,Troike 1967,
Troike-1996,Troike 1996,
Trombeti-1928,Trombeti 1928,
Trommelen-and-Zonneveld-1999a,Trommelen and Zonneveld 1999a,
Trommelen-and-Zonneveld-1999b,Trommelen and Zonneveld 1999b,
Trumbull-1903,Trumbull 1903,
Tryon-1967a,Tryon 1967a,
Tryon-1967b,Tryon 1967b,
Tryon-1967c,Tryon 1967c,
Tryon-1967d,Tryon 1967d,
Tryon-1968,Tryon 1968,
Tryon-1970a,Tryon 1970a,
Tryon-1970b,Tryon 1970b,
Tryon-1971,Tryon 1971,
Tryon-1974,Tryon 1974,
Tryon-1976,Tryon 1976,
Tryon-1987,Tryon 1987,
Tryon-2002,Tryon 2002,xG1Q0alrpq8C
Tryon-and-Dubois-1969,Tryon and Dubois 1969,
Tryon-and-Dubois-1971,Tryon and Dubois 1971,
Trobs-1998,Tröbs 1998,
Tschenkeli-1958,Tschenkéli 1958,
Tsereteli-1978,Tsereteli 1978,
Tsujimura-1995,Tsujimura 1995,LKoo7Zi63PkC
Tsukamoto-1988,Tsukamoto 1988,
Tsumagari-2003,Tsumagari 2003,
Tsunoda-2007b,Tsunoda 2007b,
Tsunoda-1981,Tsunoda 1981,
Tsunoda-1988,Tsunoda 1988,
Tsunoda-1992,Tsunoda 1992,
Tsunoda-1993a,Tsunoda 1993a,
Tsunoda-1993b,Tsunoda 1993b,
Tsunoda-1995,Tsunoda 1995,
Tsunoda-2007a,Tsunoda 2007a,
Tucker-1959,Tucker 1959,
Tucker-1967,Tucker 1967,
Tucker-1971,Tucker 1971,
Tucker-1972,Tucker 1972,
Tucker-1973,Tucker 1973,
Tucker-1994,Tucker 1994,
Tucker-and-Bryan-1956,Tucker and Bryan 1956,
Tucker-and-Bryan-1966,Tucker and Bryan 1966,
Tucker-and-Hackett-1959,Tucker and Hackett 1959,
Tucker-and-Mpaayei-1955,Tucker and Mpaayei 1955,
Tucker-et-al-1977,Tucker et al. 1977,
Tuggy-1979,Tuggy 1979,
Tuggy-1982,Tuggy 1982,
Tuite-1997,Tuite 1997,
Tumanjan-1966,Tumanjan 1966,
Tung-1964,Tung 1964,
Tuominen-1977,Tuominen 1977,
Turin-2000,Turin 2000,
Turnbull-1982,Turnbull 1982,cq0m8pOrsMMC
Turner-1958,Turner 1958,
Turner-1968,Turner 1968,
Turner-1987,Turner 1987,
Turner-and-Turner-1971,Turner and Turner 1971,
Turton-and-Bender-1976,Turton and Bender 1976,
Twilingiyimana-1984,Twilingiyimana 1984,
Tyler-1969,Tyler 1969,
Tzul-and-Tzimaj-Cacao-1997,Tzul and Tzimaj Cacao 1997,
Ubrjatova-1966,Ubrjatova 1966,
Ubrjatova-1985,Ubrjatova 1985,
Ubrjatova-and-Litvin-1984,Ubrjatova and Litvin 1984,
Ucida-1970,Ucida 1970,
Uhlenbeck-1938,Uhlenbeck 1938,
Uhlenbeck-1963,Uhlenbeck 1963,
Uldall-1956,Uldall 1956,
Uldall-and-Shipley-1966,Uldall and Shipley 1966,
Ulrich-1986,Ulrich 1986,
Ulrich-and-Ulrich-1976,Ulrich and Ulrich 1976,
Ulrich-et-al-1986,Ulrich et al. 1986,
Ultan-1967,Ultan 1967,
Unbegaun-1957,Unbegaun 1957,
Underhill-1976,Underhill 1976,
Underwood-1954,Underwood 1954,w7f6MxBm_1MC
Unseth-1986,Unseth 1986,
Unseth-1989,Unseth 1989,
Unseth-1991,Unseth 1991,
Upadhyaya-1972,Upadhyaya 1972,
Upson-and-Longacre-1965,Upson and Longacre 1965,
Urban-1985,Urban 1985,
Urbanczyk-1996,Urbanczyk 1996,
Urbina-1989,Urbina 1989,
Urua-1997,Urua 1997,
Ushkevich-and-Zezulin-1992,Ushkevich and Zezulin 1992,ZFz-WobFo5sC
Uzar-1989,Uzar 1989,
Vaehaemaeki-1998,Vaehaemaeki 1998,
Vajda-1998,Vajda 1998,
Vajda-2000,Vajda 2000,
Vakhtin-1997,Vakhtin 1997,
Valencia-1974,Valencia 1974,
Valentine-2001,Valentine 2001,TBUcyYZDsO0C
Valenzuela-1997,Valenzuela 1997,
Valenzuela-2002,Valenzuela 2002,wAwXsF2lnV4C
Valenzuela-2003,Valenzuela 2003,
Valenzuela-et-al-2001,Valenzuela et al. 2001,
Valfells-and-Cathey-1981,Valfells and Cathey 1981,
Valinande-1984,Valinande 1984,
Valkanna-1995,Valkanna 1995,
Valkanna-and-Valkanna-1990,Valkanna and Valkanna 1990,
Vall-and-Kanakin-1985,Vall and Kanakin 1985,
Vall-and-Kanakin-1988,Vall and Kanakin 1988,
Vall-and-Kanakin-1990,Vall and Kanakin 1990,
Vallaeys-1991,Vallaeys 1991,
Valmet-et-al-1981,Valmet et al. 1981,
Van-Chinh-1970,Van Chinh 1970,
Van-Eys-1883,Van Eys 1883,q49_YYw5nP0C
Van-Haitsma-and-Van-Haitsma-1976,Van Haitsma and Van Haitsma 1976,
Van-Hasselt-1905,Van Hasselt 1905,
Van-Hove-1911,Van Hove 1911,
Van-Tuyl-1979,Van Tuyl 1979,
Van-Valin-1977,Van Valin 1977,
Van-Valin-1981,Van Valin 1981,
Van-Valin-1985,Van Valin 1985,
Van-Valin-and-Garcia-1985,Van Valin and Garcia 1985,
Van-Wynen-and-Van-Wynen-1962,Van Wynen and Van Wynen 1962,
Vance-2001,Vance 2001,
Vandall-and-Douquette-1987,Vandall and Douquette 1987,
Vandame-1963,Vandame 1963,
Vandame-1968,Vandame 1968,
Vandermeiren-1912,Vandermeiren 1912,
Vanoverbergh-1931,Vanoverbergh 1931,
Vanoverbergh-1937,Vanoverbergh 1937,
Vansina-1959,Vansina 1959,
Vanvik-1972,Vanvik 1972,
Vaquero-1965,Vaquero 1965,
Vargas-1974,Vargas 1974,
Varol-1998,Varol 1998,
Vaughn-1985,Vaughn 1985,
Vaxrushev-1970,Vaxrushev 1970,
Vaxrushev-1983,Vaxrushev 1983,
Vaxtin-1995,Vaxtin 1995,
Vaxtin-2001,Vaxtin 2001,
Veerman-Leichsenring-1991,Veerman-Leichsenring 1991,tgvwPO5KxnYC
Veerman-Leichsenring-2000,Veerman-Leichsenring 2000,
Veinberg-1993,Veinberg 1993,
Veinberg-nd,Veinberg n.d.,
Vekens-1928,Vekens 1928,
Velie-and-Velie-1981,Velie and Velie 1981,
Vellard-1967,Vellard 1967,
Velten-1899a,Velten 1899a,
Velten-1899b,Velten 1899b,
Velupillai-2002,Velupillai 2002,
Velupillai-2003,Velupillai 2003,
Venberg-1975,Venberg 1975,
Ventzel-1983,Ventzel 1983,
Vergnaud-and-Halle-1978,Vergnaud and Halle 1978,
Verhaar-1988a,Verhaar 1988a,
Verhaar-1988b,Verhaar 1988b,
Verheijen-1982,Verheijen 1982,
Verheijen-1986,Verheijen 1986,
Verheijen-and-Grimes-1995,Verheijen and Grimes 1995,
Verma-2003a,Verma 2003a,jPR2OlbTbdkC
Verma-2003b,Verma 2003b,jPR2OlbTbdkC
Verner-1997,Verner 1997,
Verner-1999,Verner 1999,
Vesalainen-and-Vesalainen-1980,Vesalainen and Vesalainen 1980,
Vesper-1968,Vesper 1968,
Vichit-Vadakan-1976,Vichit-Vadakan 1976,
Vidal-2001,Vidal 2001,
Viehe-1897,Viehe 1897,
Vieira-1995,Vieira 1995,
Viera-1939,Viera 1939,
Vietze-1969,Vietze 1969,
Vietze-1988,Vietze 1988,
Viitso-1998,Viitso 1998,0YMU5azMAV0C
Viljoen-and-Amakali-1978,Viljoen and Amakali 1978,
Vinay-1992,Vinay 1992,
Vincent-1973a,Vincent 1973a,
Vincent-1973b,Vincent 1973b,
Vincent-1973c,Vincent 1973c,
Vincent-1988,Vincent 1988,
Vincent-and-Vincent-1962,Vincent and Vincent 1962,
Virdis-1978,Virdis 1978,
Visser-2001,Visser 2001,
Visser-and-Voorhoeve-1987,Visser and Voorhoeve 1987,
Vitale-1981,Vitale 1981,tiWmNnW_mbYC
Vittadello-1988,Vittadello 1988,
Vinas-Urquiza-1970,Viñas Urquiza 1970,
Vinas-Urquiza-1974,Viñas Urquiza 1974,
Vochala-and-Vochalova-1990,Vochala and Vochalová 1990,
Voegelin-1935,Voegelin 1935,
Voegelin-1938-1940,Voegelin 1938-1940,
Voegelin-1956,Voegelin 1956,
Voegelin-1958,Voegelin 1958,
Vogel-and-Scalise-1982,Vogel and Scalise 1982,
Vogt-1938,Vogt 1938,
Vogt-1940,Vogt 1940,
Vogt-1958,Vogt 1958,
Vogt-1971,Vogt 1971,
Vogt-Svendsen-1990,Vogt-Svendsen 1990,
Voigtlander-and-Echegoyen-1979,Voigtlander and Echegoyen 1979,
Voigtlander-and-Echegoyen-1985,Voigtlander and Echegoyen 1985,
Volker-1998,Volker 1998,
Volodin-2007,Volodin 2007,
Volodin-1976,Volodin 1976,
Volodin-1997,Volodin 1997,
Volodin-1998,Volodin 1998,
Volodin-2001,Volodin 2001,
Volodin-and-Skorik-1996,Volodin and Skorik 1996,
Volodin-and-Zhukova-1968,Volodin and Zhukova 1968,
Vonen-1999,Vonen 1999,
Voorhis-1974,Voorhis 1974,
Voorhis-1988,Voorhis 1988,
Voorhis-2003,Voorhis 2003,
Voorhoeve-1962,Voorhoeve 1962,
Voorhoeve-1965,Voorhoeve 1965,
Voorhoeve-1971,Voorhoeve 1971,
Voorhoeve-1975,Voorhoeve 1975,
Voorhoeve-1980,Voorhoeve 1980,
Voorhoeve-1982,Voorhoeve 1982,
Voorhoeve-1985,Voorhoeve 1985,
Voorhoeve-1989,Voorhoeve 1989,
Voorhoeve-1995,Voorhoeve 1995,
Vorbichler-1965,Vorbichler 1965,
Vorbichler-1971,Vorbichler 1971,
Vormann-and-Scharfenberger-1914,Vormann and Scharfenberger 1914,
Vossen-1986,Vossen 1986,
Vossen-1988,Vossen 1988,
Vossen-1997,Vossen 1997,
Vu-1998,Vu 1998,TjY_z-ArpGUC
Vuong-Gia-Thuy-1975,Vu'ong-Gia-Thuy 1975,
Vuorinen-1995,Vuorinen 1995,
Vy-Thi-Be-and-Saul-1974,Vy Thi Bé and Saul 1974,
Vy-et-al-1982,Vy et al. 1982,
Vycichl-1991,Vycichl 1991,
Vydrine-2007,Vydrine 2007,
Vaszolyi-1976,Vászolyi 1976,
Wacke-1930,Wacke 1930,
Wade-1992,Wade 1992,FsZQxQHvFUoC
Wagner-1931,Wagner 1931,
Wagner-1933-1938,Wagner 1933-1938,
Wagner-1953,Wagner 1953,
Wagner-1984,Wagner 1984,
Walbeehm-1915,Walbeehm 1915,W8AUAAAAIAAJ
Wald-1975,Wald 1975,
Wald-1987,Wald 1987,
Wali-2000,Wali 2000,GRAWRpyqRusC
Wali-and-Koul-1997,Wali and Koul 1997,-4b6xp5OiYoC
Wali-et-al-2000,Wali et al. 2000,GRAWRpyqRusC
Walker-1918,Walker 1918,
Walker-1921,Walker 1921,
Walker-1972,Walker 1972,
Walker-1973,Walker 1973,
Walker-1975a,Walker 1975a,
Walker-1975b,Walker 1975b,
Walker-1976,Walker 1976,
Walker-1982,Walker 1982,
Wallace-1976,Wallace 1976,
Wallis-1956,Wallis 1956,
Wallis-1964,Wallis 1964,
Wallis-1968,Wallis 1968,
Walsh-1976,Walsh 1976,
Walsh-1999,Walsh 1999,
Walters-1977,Walters 1977,
Waltke-and-OConnor-1990,Waltke and O'Connor 1990,
Walton-and-Walton-1967,Walton and Walton 1967,
Walton-and-Walton-1975,Walton and Walton 1975,
Waltz-1979,Waltz 1979,
Wang-1983,Wang 1983,
Wang-1985,Wang 1985,
Wang-and-Guoqiao-1993,Wang and Guoqiao 1993,
Wang-and-Zheng-1993,Wang and Zheng 1993,
Wangler-1972,Wangler 1972,
Wantalangi-1993,Wantalangi 1993,
WarCloud-1971,WarCloud 1971,
Warburton-et-al-1968,Warburton et al. 1968,
Ward-1936,Ward 1936,
Ward-1952,Ward 1952,
Ward-1963,Ward 1963,
Ward-1973,Ward 1973,
Warkentin-and-Scott-1980,Warkentin and Scott 1980,
Warotamasikkhadit-1972,Warotamasikkhadit 1972,
Warren-1990,Warren 1990,bKLI6V8V9vYC
Wash-2001,Wash 2001,
Watahomigie-et-al-1982,Watahomigie et al. 1982,
Watahomigie-et-al-2001,Watahomigie et al. 2001,
Waterhouse-1928,Waterhouse 1928,
Waterhouse-1949,Waterhouse 1949,
Waterhouse-1962,Waterhouse 1962,
Waterhouse-1967,Waterhouse 1967,
Waterman-1932,Waterman 1932,
Waters-1989,Waters 1989,
Watkins-1980,Watkins 1980,
Watkins-1984,Watkins 1984,
Watkins-1993,Watkins 1993,BnCqZ5p60VoC
Watkins-2001,Watkins 2001,
Watkins-and-McKenzie-1984,Watkins and McKenzie 1984,
Watson-1964,Watson 1964,
Watson-1966a,Watson 1966a,
Watson-1966b,Watson 1966b,
Watson-1976,Watson 1976,
Watson-1993,Watson 1993,
Watson-et-al-1979,Watson et al. 1979,
Watters-1973,Watters 1973,
Watters-1979,Watters 1979,
Watters-1981,Watters 1981,
Watters-1988,Watters 1988,
Watters-1996,Watters 1996,
Watters-1998,Watters 1998,
Watters-2002,Watters 2002,YWppnDUYlJoC
Watters-and-Watters-1973,Watters and Watters 1973,
Wattimury-et-al-1992,Wattimury et al. 1992,
Watuseke-1976,Watuseke 1976,
Watuseke-1977,Watuseke 1977,
Watuseke-1991,Watuseke 1991,
Webb-and-Supalla-1994,Webb and Supalla 1994,
Weber-1983,Weber 1983,
Weber-1989,Weber 1989,
Weber-1994,Weber 1994,
Webster-1968,Webster 1968,
Webster-and-Zibell-1970,Webster and Zibell 1970,
Webster-and-Zibell-nd,Webster and Zibell n.d.,
Wedekind-1972,Wedekind 1972,
Wedel-and-Romanov-1964,Wedel and Romanov 1964,
Wei-Dongya-et-al-1995,Wei Dongya et al. 1995,
Weidert-and-Subba-1985,Weidert and Subba 1985,
Weiers-1971,Weiers 1971,
Weiers-1972,Weiers 1972,
Weiers-1975,Weiers 1975,
Weiers-2003,Weiers 2003,GMmjLzJhA2EC
Weimer-1972,Weimer 1972,
Weimer-and-Weimer-1972,Weimer and Weimer 1972,
Weimer-and-Weimer-1974,Weimer and Weimer 1974,
Weimer-and-Weimer-1975,Weimer and Weimer 1975,
Weinrich-1982,Weinrich 1982,
Weir-1984,Weir 1984,
Weir-1986,Weir 1986,
Weir-1994,Weir 1994,
Weisshar-and-Illius-1990,Weisshar and Illius 1990,
Wells-1979,Wells 1979,
Welmers-1946,Welmers 1946,
Welmers-1950,Welmers 1950,
Welmers-1952a,Welmers 1952a,
Welmers-1952b,Welmers 1952b,
Welmers-1962,Welmers 1962,
Welmers-1968a,Welmers 1968a,
Welmers-1968b,Welmers 1968b,
Welmers-1970,Welmers 1970,
Welmers-1973,Welmers 1973,
Welmers-1976,Welmers 1976,
Welmers-and-Welmers-1968,Welmers and Welmers 1968,
Weltfish-1936,Weltfish 1936,
Weltfish-1937,Weltfish 1937,
Wendel-1993,Wendel 1993,
Wendt-1972,Wendt 1972,
Weninger-1993,Weninger 1993,
Werle-and-Gbalehi-1976,Werle and Gbalehi 1976,
Werner-1987,Werner 1987,
Werner-1993,Werner 1993,
Werner-1995,Werner 1995,
Werner-1997a,Werner 1997a,
Werner-1997b,Werner 1997b,
Wessely-nd,Wessely n.d.,
West-1980,West 1980,
Westermann-1907,Westermann 1907,
Westermann-1912,Westermann 1912,
Westermann-1921a,Westermann 1921a,
Westermann-1921b,Westermann 1921b,
Westermann-1930,Westermann 1930,
Westermann-1945,Westermann 1945,
Westermann-1961,Westermann 1961,
Westermann-1969,Westermann 1969,
Westermann-1974,Westermann 1974,
Westermann-and-Melzian-1930,Westermann and Melzian 1930,
Westley-1991,Westley 1991,
Westrum-1976,Westrum 1976,
Westrum-1988,Westrum 1988,
Wetshemongo-1998,Wetshemongo 1998,iUZwutwVyPEC
Wexler-1967,Wexler 1967,
Wheatley-1964,Wheatley 1964,
Wheatley-1969,Wheatley 1969,
Wheatley-1973,Wheatley 1973,
Wheatley-1982,Wheatley 1982,
Wheeler-1962,Wheeler 1962,
Wheeler-1970,Wheeler 1970,
Wheeler-1979,Wheeler 1979,Tcn5DNcwbX4C
Wheeler-1987,Wheeler 1987,
Wheeler-1988a,Wheeler 1988a,
Wheeler-1988b,Wheeler 1988b,
Wheeler-and-Wheeler-1962,Wheeler and Wheeler 1962,
Wheeler-et-al-1999,Wheeler et al. 1999,SjzbIc0GFtoC
Whisler-1992,Whisler 1992,
Whisler-and-Whisler-1995,Whisler and Whisler 1995,
Whistler-1977,Whistler 1977,
Whistler-1986a,Whistler 1986a,
Whistler-1986b,Whistler 1986b,
White-1949,White 1949,
White-1988,White 1988,
White-and-White-1990,White and White 1990,
Whitehead-1899,Whitehead 1899,
Whiteley-1958,Whiteley 1958,
Whiteley-1966,Whiteley 1966,
Whiteley-1968,Whiteley 1968,FtDeoi7xMz4C
Whiteley-and-Muli-1962,Whiteley and Muli 1962,
Whitman-1947,Whitman 1947,
Whitney-1973,Whitney 1973,
Whittaker-1982,Whittaker 1982,
Whorf-1935,Whorf 1935,
Whorf-1946a,Whorf 1946a,
Whorf-1946b,Whorf 1946b,
Wiedemann-1865,Wiedemann 1865,
Wiedenhof-1994,Wiedenhof 1994,
Wiemer-2007,Wiemer 2007,
Wiemer-and-Nedjalkov-2007,Wiemer and Nedjalkov 2007,
Wiering-1974,Wiering 1974,
Wiering-1994,Wiering 1994,
Wiering-and-Wiering-1994,Wiering and Wiering 1994,
Wiersma-2003,Wiersma 2003,5MeWSTQ7F44C
Wiesemann-1972,Wiesemann 1972,
Wiesemann-1986a,Wiesemann 1986a,
Wiesemann-1986b,Wiesemann 1986b,
Wiik-1965,Wiik 1965,
Wilbert-1969,Wilbert 1969,
Wilkendorf-1988,Wilkendorf 1988,
Wilkins-1989,Wilkins 1989,
Wilkins-and-Kimenyi-1975,Wilkins and Kimenyi 1975,
Wilkinson-1991,Wilkinson 1991,
Will-1989,Will 1989,
Willems-1943,Willems 1943,
Willett-1979,Willett 1979,
Willett-1982,Willett 1982,
Willett-1991,Willett 1991,
Williams-1932,Williams 1932,
Williams-1971,Williams 1971,
Williams-1972,Williams 1972,
Williams-1976,Williams 1976,
Williams-1980a,Williams 1980a,
Williams-1980b,Williams 1980b,
Williams-and-Longacre-1966,Williams and Longacre 1966,
Williamson-1965,Williamson 1965,
Williamson-1967,Williamson 1967,
Williamson-1970,Williamson 1970,
Williamson-1972,Williamson 1972,
Williamson-1984,Williamson 1984,
Willie-1991,Willie 1991,
Willie-1996,Willie 1996,G6J7Tki_WBcC
Willms-1972,Willms 1972,
Wilson-1961a,Wilson 1961a,
Wilson-1961b,Wilson 1961b,
Wilson-1969,Wilson 1969,
Wilson-1970,Wilson 1970,
Wilson-1974,Wilson 1974,
Wilson-1976,Wilson 1976,
Wilson-1980,Wilson 1980,
Wilson-1982,Wilson 1982,
Wilson-1993,Wilson 1993,
Wilson-1996,Wilson 1996,
Wilson-and-Bendor-Samuel-1969,Wilson and Bendor-Samuel 1969,
Wilson-and-Levinsohn-1992,Wilson and Levinsohn 1992,
Wilson-et-al-1982,Wilson et al. 1982,
Wilts-1999,Wilts 1999,
Wimbish-1991,Wimbish 1991,
Wimbish-1992,Wimbish 1992,
Winand-1992,Winand 1992,
Windfuhr-1979,Windfuhr 1979,0g8n9mmnjKgC
Windfuhr-1982,Windfuhr 1982,
Windfuhr-1987,Windfuhr 1987,
Winfield-1928,Winfield 1928,
Winkler-2001,Winkler 2001,
Winstedt-1927,Winstedt 1927,
Wintz-1909,Wintz 1909,
Wise-1958,Wise 1958,
Wise-1975,Wise 1975,
Wise-1978,Wise 1978,
Wise-1986,Wise 1986,
Wise-1990,Wise 1990,
Wise-1999,Wise 1999,EF7GueYuQt0C
Wistrand-Robinson-and-Armagost-1990,Wistrand-Robinson and Armagost 1990,
Witucki-1974,Witucki 1974,
Wivell-1981,Wivell 1981,
Wmffre-1998,Wmffre 1998,
Wojatsek-1964,Wojatsek 1964,
Wolf-1981,Wolf 1981,
Wolfart-1973,Wolfart 1973,
Wolfart-1996,Wolfart 1996,
Wolfart-and-Ahenakew-1993,Wolfart and Ahenakew 1993,
Wolfart-and-Ahenakew-1998,Wolfart and Ahenakew 1998,
Wolfart-and-Carroll-1981,Wolfart and Carroll 1981,
Wolfenden-1975,Wolfenden 1975,
Wolff-1905,Wolff 1905,
Wolff-1953,Wolff 1953,
Wolff-1959,Wolff 1959,
Wolff-1966,Wolff 1966,
Wolff-1967,Wolff 1967,
Wolff-1983,Wolff 1983,
Wolff-1993,Wolff 1993,s6lQQcfRsIMC
Wolgemuth-1981,Wolgemuth 1981,
Wolgemuth-2002,Wolgemuth 2002,
Wonderly-1947,Wonderly 1947,
